vres,rep,update,partner,donate_calls,donated,earned,task_NOT,task_NAND,task_AND,task_ORN,task_OR,task_ANDN,task_NOR,task_XOR,task_EQU
50,11,130000,host,0,0,0,62440,17592,25516,276800,531,297,148,21,5
50,11,130000,symbiont,327928,290,6250,651,7,7,9,23,6,0,0,0
50,11,135000,host,0,0,0,52320,10538,28861,276187,421,224,137,9,0
50,11,135000,symbiont,122525,0,3840,369,15,3,11,16,1,0,0,0
50,11,140000,host,0,0,0,60084,10989,12846,290660,535,347,148,11,3
50,11,140000,symbiont,71936,180,3050,273,17,4,8,9,5,0,0,0
50,11,145000,host,0,0,0,68114,12836,527,301229,598,445,164,9,8
50,11,145000,symbiont,48793,0,995,0,7,1,5,6,3,0,0,0
50,11,150000,host,0,0,0,60489,9558,561,303106,533,339,138,4,11
50,11,150000,symbiont,17580,0,100,0,2,0,0,2,0,0,0,0
50,11,155000,host,0,0,0,60644,6794,400,303614,514,361,161,2,10
50,11,155000,symbiont,3317,0,0,0,0,0,0,0,0,0,0,0
50,11,160000,host,0,0,0,55322,4139,457,304958,446,282,151,5,9
50,11,160000,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
50,11,165000,host,0,0,0,61845,6097,2357,301874,493,279,144,8,6
50,11,165000,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
50,11,170000,host,0,0,0,71392,11950,1039,300713,579,347,162,18,14
50,11,170000,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
50,11,175000,host,0,0,0,70196,13242,399,301224,557,333,203,16,5
50,11,175000,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
50,11,180000,host,0,0,0,58053,7499,238,276450,14636,194,121,7,0
50,11,180000,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
50,11,185000,host,0,0,0,55960,7253,290,226151,40153,223,135,7,1
50,11,185000,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
50,11,190000,host,0,0,0,57911,7656,372,236816,34425,249,147,17,6
50,11,190000,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
50,11,195000,host,0,0,0,62728,9711,343,252283,26202,303,152,7,8
50,11,195000,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
50,11,200000,host,0,0,0,64186,10556,331,268979,17542,260,141,18,3
50,11,200000,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
50,12,0,host,0,0,0,0,0,0,0,0,0,0,0,0
50,12,0,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
50,12,5000,host,0,0,0,2.40648e+06,1311,719,705,695,181,154,1,0
50,12,5000,symbiont,108092,25227,341250,43191,1060,488,471,504,166,178,0,0
50,12,10000,host,0,0,0,2.12167e+06,3053,546,649,544,218,190,4,0
50,12,10000,symbiont,1493210,300273,1.7448e+06,317669,6467,382,555,482,237,184,1,0
50,12,15000,host,0,0,0,1.80221e+06,4504,450,615,482,241,178,0,0
50,12,15000,symbiont,4268018,722108,3.33878e+06,616902,12506,570,873,812,319,275,0,0
50,12,20000,host,0,0,0,1.63133e+06,5115,385,655,566,248,195,1,0
50,12,20000,symbiont,6370222,976021,4.18542e+06,769628,14312,887,1149,1063,493,379,2,0
50,12,25000,host,0,0,0,1.5193e+06,7823,498,952,702,376,266,1,1
50,12,25000,symbiont,8351210,1.16575e+06,4.51318e+06,815546,11771,1101,1608,1628,765,481,0,0
50,12,30000,host,0,0,0,1.40602e+06,8716,562,1002,829,413,336,4,0
50,12,30000,symbiont,9251088,1.29274e+06,4.68106e+06,837889,13890,1227,1803,1715,853,593,4,0
50,12,35000,host,0,0,0,1.2967e+06,9181,609,985,881,436,330,5,0
50,12,35000,symbiont,10359508,1.3983e+06,4.78738e+06,847288,18252,1351,1885,1878,988,627,4,0
50,12,40000,host,0,0,0,1.2057e+06,10813,647,1152,964,509,373,3,1
50,12,40000,symbiont,11259969,1.57342e+06,5.01722e+06,873243,26010,1489,2639,1981,1047,703,7,0
50,12,45000,host,0,0,0,1.13839e+06,15906,729,1245,1080,620,405,2,0
50,12,45000,symbiont,11986080,1.6026e+06,5.03686e+06,853373,31286,3543,2572,2163,1011,710,5,2
50,12,50000,host,0,0,0,1.09198e+06,16125,736,1314,1122,581,401,1,1
50,12,50000,symbiont,13366480,1.58738e+06,5.02468e+06,828757,34468,3633,3477,2681,1167,708,13,3
50,12,55000,host,0,0,0,1.05406e+06,13008,758,1249,1211,635,427,1,0
50,12,55000,symbiont,14715610,1.70736e+06,5.11904e+06,828729,33230,3648,4357,3124,1247,845,16,5
50,12,60000,host,0,0,0,1.04012e+06,14297,966,1502,1332,736,571,3,1
50,12,60000,symbiont,15688048,1.7623e+06,4.80601e+06,765769,38057,4240,3622,3129,1270,727,20,3
50,12,65000,host,0,0,0,1.01486e+06,17249,959,1586,1356,761,536,4,0
50,12,65000,symbiont,16260499,1.83786e+06,4.80894e+06,761056,39115,4332,4734,2514,1370,815,19,4
50,12,70000,host,0,0,0,973496,22903,1040,1722,1645,842,561,11,3
50,12,70000,symbiont,16843670,1.7961e+06,4.72958e+06,741473,44356,4073,4406,2679,1373,835,22,0
50,12,75000,host,0,0,0,983009,26277,1285,1804,1729,877,561,8,0
50,12,75000,symbiont,17732439,1.7889e+06,4.80509e+06,742235,48351,4001,4869,2844,1519,891,36,0
50,12,80000,host,0,0,0,1.00414e+06,34379,1636,2003,1961,943,646,7,0
50,12,80000,symbiont,18830026,1.7708e+06,4.71411e+06,721255,48759,3145,5154,3036,1683,935,29,1
50,12,85000,host,0,0,0,983300,33627,1367,3899,1907,1035,622,10,0
50,12,85000,symbiont,19629983,1.81337e+06,4.71342e+06,725966,43005,2310,5350,3248,1751,972,38,2
50,12,90000,host,0,0,0,963621,33669,1413,6041,2063,1093,670,9,3
50,12,90000,symbiont,20187839,1.72745e+06,4.67534e+06,726914,41393,2241,4834,3255,1788,895,24,1
50,12,95000,host,0,0,0,930152,34855,1587,6215,2216,1186,667,13,1
50,12,95000,symbiont,21223991,1.75856e+06,4.6661e+06,715683,48482,2311,4649,3236,1862,965,27,1
50,12,100000,host,0,0,0,907605,44501,1685,5284,2245,1160,662,10,3
50,12,100000,symbiont,21644241,1.7293e+06,4.64212e+06,705461,58915,2410,3516,3276,1864,1026,45,2
50,12,105000,host,0,0,0,906598,50600,1832,5500,2496,1261,734,18,3
50,12,105000,symbiont,22086818,1.72512e+06,4.74658e+06,705088,64419,2621,4243,3473,2067,1083,38,6
50,12,110000,host,0,0,0,890963,52310,3220,7280,2448,1388,745,18,3
50,12,110000,symbiont,23243807,1.85338e+06,5.05953e+06,740346,69864,2898,4990,3820,2238,1238,58,3
50,12,115000,host,0,0,0,917831,61993,9495,12558,3109,1403,751,22,2
50,12,115000,symbiont,24557402,1.79687e+06,5.09503e+06,729189,78273,3111,4854,4067,2458,1264,87,3
50,12,120000,host,0,0,0,923432,75254,15969,21193,2715,1481,802,20,2
50,12,120000,symbiont,24692586,1.7413e+06,5.0547e+06,698145,86436,3179,6228,4131,2563,1271,98,3
50,12,125000,host,0,0,0,866442,83508,28971,29491,2778,1492,761,39,6
50,12,125000,symbiont,25343285,1.7159e+06,4.8722e+06,667807,87945,3219,5283,4321,2508,1168,124,1
50,12,130000,host,0,0,0,824037,87487,22734,41495,2892,1404,731,31,11
50,12,130000,symbiont,27710648,1.78142e+06,4.91786e+06,660240,102884,3295,4945,4460,2630,1168,114,1
50,12,135000,host,0,0,0,829638,85468,12670,55951,3193,1649,691,35,11
50,12,135000,symbiont,29615136,1.77044e+06,5.0042e+06,659958,106258,3665,5205,4702,2757,1278,105,1
50,12,140000,host,0,0,0,956036,96059,11249,828228,4269,1965,958,58,12
50,12,140000,symbiont,24974048,1.57042e+06,4.24852e+06,527166,88090,3694,8138,4046,2271,1130,80,0
50,12,145000,host,0,0,0,102870,8129,613,344310,563,260,154,6,4
50,12,145000,symbiont,4518700,21198.2,77210,9922,2527,31,69,64,34,19,1,0
50,12,150000,host,0,0,0,103158,8158,352,297133,571,287,148,7,2
50,12,150000,symbiont,2853245,10815,42335,4379,2032,39,38,31,33,10,3,0
50,12,155000,host,0,0,0,128681,11193,480,292812,739,340,216,9,6
50,12,155000,symbiont,1529399,8525,30005,3182,1539,14,24,21,28,5,1,0
50,12,160000,host,0,0,0,151657,15844,578,288957,876,447,228,10,2
50,12,160000,symbiont,881467,7385,16480,2167,711,8,15,6,9,0,0,0
50,12,165000,host,0,0,0,154323,14913,576,288973,838,450,247,7,11
50,12,165000,symbiont,747085,680,6910,1067,16,2,4,3,11,1,0,0
50,12,170000,host,0,0,0,144891,14642,752,290288,799,444,217,11,19
50,12,170000,symbiont,334284,365,1240,212,0,0,3,1,0,0,0,0
50,12,175000,host,0,0,0,98677,11416,2458,295762,626,305,179,11,10
50,12,175000,symbiont,133501,325,325,40,1,0,1,1,0,0,0,0
50,12,180000,host,0,0,0,78452,10585,313,301228,496,282,133,11,7
50,12,180000,symbiont,27600,20,20,4,0,0,0,0,0,0,0,0
50,12,185000,host,0,0,0,70422,9227,11144,291905,488,232,119,7,1
50,12,185000,symbiont,7909,0,0,0,0,0,0,0,0,0,0,0
50,12,190000,host,0,0,0,75220,12993,14554,287214,414,249,125,18,12
50,12,190000,symbiont,1746,0,0,0,0,0,0,0,0,0,0,0
50,12,195000,host,0,0,0,77512,16427,4041,296982,471,229,120,7,6
50,12,195000,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
50,12,200000,host,0,0,0,73467,13054,268,301937,438,201,114,14,2
50,12,200000,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
50,13,0,host,0,0,0,0,0,0,0,0,0,0,0,0
50,13,0,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
50,13,5000,host,0,0,0,2.42128e+06,724,687,685,742,183,133,0,0
50,13,5000,symbiont,55359,9550,259110,29089,444,455,456,466,164,155,0,0
50,13,10000,host,0,0,0,2.15881e+06,2108,493,641,531,237,174,0,0
50,13,10000,symbiont,1271639,237750,1.56479e+06,285729,2368,409,510,495,203,201,0,0
50,13,15000,host,0,0,0,1.7964e+06,4902,389,576,495,223,167,0,0
50,13,15000,symbiont,3863788,712779,3.37103e+06,632124,7228,610,773,783,291,208,4,0
50,13,20000,host,0,0,0,1.64263e+06,7452,402,691,522,265,191,0,0
50,13,20000,symbiont,6259434,999576,4.1166e+06,758491,9496,722,2082,1049,415,300,3,0
50,13,25000,host,0,0,0,1.55336e+06,10448,515,1011,738,364,280,0,0
50,13,25000,symbiont,7343229,1.2268e+06,4.33336e+06,786155,11629,878,2508,1210,575,414,1,0
50,13,30000,host,0,0,0,1.4026e+06,10597,590,1099,812,402,322,1,0
50,13,30000,symbiont,8454778,1.36263e+06,4.34744e+06,786252,13860,946,1904,1379,666,433,0,0
50,13,35000,host,0,0,0,1.29554e+06,14705,599,1021,801,437,339,0,0
50,13,35000,symbiont,9646271,1.41609e+06,4.34384e+06,776178,15093,1077,2046,1477,775,508,7,0
50,13,40000,host,0,0,0,1.23131e+06,18347,683,2173,935,498,393,3,0
50,13,40000,symbiont,10413654,1.41285e+06,4.38811e+06,774918,16256,1046,2732,1613,853,517,5,1
50,13,45000,host,0,0,0,1.15758e+06,25930,1089,2327,1058,554,409,5,0
50,13,45000,symbiont,10798579,1.36127e+06,4.33484e+06,744087,21001,1183,4498,1657,836,509,6,1
50,13,50000,host,0,0,0,1.10016e+06,23933,771,2510,1105,627,462,8,1
50,13,50000,symbiont,11289555,1.33098e+06,4.47524e+06,757098,24710,1309,4344,2123,988,562,6,1
50,13,55000,host,0,0,0,1.08434e+06,22117,835,3148,1232,652,466,7,1
50,13,55000,symbiont,12453692,1.47771e+06,4.59364e+06,779797,32419,1387,2775,2286,1044,617,4,1
50,13,60000,host,0,0,0,1.0301e+06,21979,907,2889,1355,741,493,6,0
50,13,60000,symbiont,13363719,1.55645e+06,4.72046e+06,793976,33107,1558,3214,2346,1191,682,9,2
50,13,65000,host,0,0,0,996772,24891,1004,3331,1535,788,502,9,2
50,13,65000,symbiont,14339595,1.51994e+06,4.6233e+06,774410,29818,1624,2368,2808,1205,732,15,6
50,13,70000,host,0,0,0,1.02016e+06,27277,1194,3025,1620,909,509,11,2
50,13,70000,symbiont,15113635,1.55565e+06,4.56873e+06,756936,26082,1864,2879,2934,1339,744,9,5
50,13,75000,host,0,0,0,1.01774e+06,31577,1323,3097,1881,996,592,10,1
50,13,75000,symbiont,15488744,1.71406e+06,4.65248e+06,754966,23641,1811,5877,2517,1448,827,9,3
50,13,80000,host,0,0,0,994713,29622,1310,3338,1936,1068,606,14,0
50,13,80000,symbiont,16181907,1.86675e+06,4.7776e+06,754389,30843,1814,8128,2611,1463,778,15,3
50,13,85000,host,0,0,0,980344,35160,1546,3196,2063,1094,633,11,1
50,13,85000,symbiont,17214799,1.89971e+06,4.67602e+06,716863,33852,1930,9667,2691,1417,788,20,2
50,13,90000,host,0,0,0,957744,40449,2079,4195,2170,1173,676,10,1
50,13,90000,symbiont,17385995,1.90473e+06,4.67311e+06,711188,35578,1958,9778,2805,1488,762,20,4
50,13,95000,host,0,0,0,956647,47191,2232,6575,2295,1180,716,15,0
50,13,95000,symbiont,17988450,1.93012e+06,4.68579e+06,713192,37046,2169,7636,3570,1560,796,25,2
50,13,100000,host,0,0,0,931672,51196,2184,6629,2494,1302,727,21,1
50,13,100000,symbiont,19008907,1.9055e+06,4.69924e+06,720200,38048,2392,5394,3911,1800,857,16,0
50,13,105000,host,0,0,0,915416,60605,1960,11407,2559,1431,801,28,2
50,13,105000,symbiont,20240258,1.88941e+06,4.92318e+06,750982,42119,2580,3852,4810,2011,944,21,1
50,13,110000,host,0,0,0,942066,63649,2394,30462,2896,1574,939,34,3
50,13,110000,symbiont,20486177,1.87275e+06,4.73077e+06,703927,45027,3494,3846,4656,2081,931,28,0
50,13,115000,host,0,0,0,993283,81243,2455,658635,4320,1806,1280,64,5
50,13,115000,symbiont,18000994,1.48648e+06,3.6998e+06,545018,38750,2965,3427,3418,1656,722,18,3
50,13,120000,host,0,0,0,157910,22893,1124,491325,1954,255,300,18,2
50,13,120000,symbiont,1455806,21480,45575,6400,195,45,38,34,26,28,0,0
50,13,125000,host,0,0,0,91974,11538,225,299485,353,169,229,17,1
50,13,125000,symbiont,655882,620,820,99,1,4,2,0,1,0,0,0
50,13,130000,host,0,0,0,84997,13488,179,300453,364,197,161,9,1
50,13,130000,symbiont,211796,0,0,0,0,0,0,0,0,0,0,0
50,13,135000,host,0,0,0,84794,12573,166,300594,348,208,171,14,0
50,13,135000,symbiont,81853,0,0,0,0,0,0,0,0,0,0,0
50,13,140000,host,0,0,0,81639,10873,164,301520,294,150,150,10,0
50,13,140000,symbiont,30789,0,0,0,0,0,0,0,0,0,0,0
50,13,145000,host,0,0,0,77024,11706,163,301944,283,157,163,11,1
50,13,145000,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
50,13,150000,host,0,0,0,91245,10704,144,300259,343,154,136,10,3
50,13,150000,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
50,13,155000,host,0,0,0,87947,12374,196,300385,351,166,141,12,2
50,13,155000,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
50,13,160000,host,0,0,0,96940,8660,172,299573,339,193,177,7,2
50,13,160000,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
50,13,165000,host,0,0,0,99870,5574,161,299432,379,203,190,3,0
50,13,165000,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
50,13,170000,host,0,0,0,96991,8217,187,299312,442,227,190,10,1
50,13,170000,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
50,13,175000,host,0,0,0,115518,14888,275,295037,823,258,215,17,0
50,13,175000,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
50,13,180000,host,0,0,0,100505,18571,259,297332,466,230,174,29,0
50,13,180000,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
50,13,185000,host,0,0,0,97624,16939,248,298079,390,214,192,16,0
50,13,185000,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
50,13,190000,host,0,0,0,89402,13494,180,299981,347,199,156,9,6
50,13,190000,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
50,13,195000,host,0,0,0,105358,16980,221,297084,393,226,189,13,1
50,13,195000,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
50,13,200000,host,0,0,0,87306,9839,161,300957,310,161,151,3,1
50,13,200000,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
50,14,0,host,0,0,0,0,0,0,0,0,0,0,0,0
50,14,0,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
50,14,5000,host,0,0,0,2.42374e+06,1767,724,641,768,176,132,0,0
50,14,5000,symbiont,45363,10855,255050,28955,601,452,434,467,163,138,0,0
50,14,10000,host,0,0,0,2.15804e+06,3833,527,661,571,229,159,0,0
50,14,10000,symbiont,1244078,235551,1.55694e+06,285891,1837,453,478,482,195,171,1,0
50,14,15000,host,0,0,0,1.80757e+06,5078,362,592,494,215,172,0,0
50,14,15000,symbiont,4134444,716313,3.31634e+06,619878,4550,590,914,834,359,246,0,0
50,14,20000,host,0,0,0,1.65293e+06,6716,394,653,474,219,166,0,0
50,14,20000,symbiont,5830836,1.00115e+06,4.08015e+06,758115,10656,809,1031,1049,452,276,1,0
50,14,25000,host,0,0,0,1.5345e+06,7049,489,829,602,318,268,2,0
50,14,25000,symbiont,6715953,1.13241e+06,4.41684e+06,800756,17926,1000,1620,1298,592,421,1,0
50,14,30000,host,0,0,0,1.36614e+06,8752,482,985,683,355,271,0,0
50,14,30000,symbiont,7677868,1.24657e+06,4.5138e+06,807170,24447,1072,1587,1469,702,465,8,0
50,14,35000,host,0,0,0,1.24556e+06,11865,474,1217,755,378,351,0,0
50,14,35000,symbiont,8316595,1.37304e+06,4.64431e+06,827866,23220,1146,1664,1623,801,505,9,1
50,14,40000,host,0,0,0,1.17628e+06,14181,615,1151,954,477,355,4,1
50,14,40000,symbiont,9014348,1.36531e+06,4.6332e+06,817435,25486,1179,1818,1700,900,562,5,0
50,14,45000,host,0,0,0,1.1038e+06,13229,644,1279,943,513,364,2,0
50,14,45000,symbiont,9949855,1.50106e+06,4.83754e+06,849261,28359,1317,1947,1789,1009,585,9,0
50,14,50000,host,0,0,0,1.06447e+06,14119,781,1337,1126,608,409,1,0
50,14,50000,symbiont,11069147,1.70696e+06,5.06804e+06,885102,29723,1622,2122,2052,1044,593,8,1
50,14,55000,host,0,0,0,1.05768e+06,17576,853,1766,1316,658,459,9,0
50,14,55000,symbiont,11710030,1.69641e+06,5.05874e+06,859718,37382,2848,2109,2246,1151,628,11,3
50,14,60000,host,0,0,0,993525,19334,990,1901,1301,753,442,0,1
50,14,60000,symbiont,12154082,1.81535e+06,5.04249e+06,844443,36655,3797,2328,2332,1216,666,8,1
50,14,65000,host,0,0,0,962780,16793,1149,1965,1568,818,531,5,0
50,14,65000,symbiont,13323713,1.87443e+06,5.05664e+06,815347,39942,6204,2601,2685,1205,716,10,2
50,14,70000,host,0,0,0,972992,17008,1187,2135,1735,920,565,13,1
50,14,70000,symbiont,14750460,1.86787e+06,5.11254e+06,785939,44058,9057,3505,2985,1338,693,13,4
50,14,75000,host,0,0,0,983186,18606,1270,3402,1893,904,614,5,1
50,14,75000,symbiont,15868261,1.79835e+06,5.28978e+06,771060,48385,14103,3343,3181,1385,778,21,5
50,14,80000,host,0,0,0,994819,17850,1354,4630,2022,1043,638,3,3
50,14,80000,symbiont,16925634,1.73149e+06,5.3199e+06,752317,53014,16380,3201,3276,1511,773,19,1
50,14,85000,host,0,0,0,993192,21812,1441,4261,2060,1103,636,1,0
50,14,85000,symbiont,17665482,2.00805e+06,5.22582e+06,720376,56500,17607,3811,2781,1418,890,24,8
50,14,90000,host,0,0,0,981195,27038,1608,3660,2211,1237,648,15,4
50,14,90000,symbiont,18443501,2.27982e+06,5.72303e+06,718035,68019,26893,5378,3006,1624,797,19,3
50,14,95000,host,0,0,0,948949,30497,1666,2489,2211,1281,732,4,2
50,14,95000,symbiont,19528076,3.88346e+06,8.97942e+06,675188,101712,107744,5717,3479,1763,813,40,2
50,14,100000,host,0,0,0,905219,31686,2106,2753,2243,1302,742,10,2
50,14,100000,symbiont,21566013,7.60548e+06,1.98188e+07,598366,176888,372733,9162,4269,2155,817,106,16
50,14,105000,host,0,0,0,429966,22297,1601,1093,1050,618,309,10,3
50,14,105000,symbiont,25227599,7.32746e+06,1.70449e+07,290239,135848,343376,21162,2443,1269,350,68,11
50,14,110000,host,0,0,0,214906,12229,947,632,578,360,192,2,0
50,14,110000,symbiont,28515422,4.7846e+06,1.11964e+07,172379,91231,213105,29321,1537,802,227,40,2
50,14,115000,host,0,0,0,169411,8988,680,507,515,332,122,8,0
50,14,115000,symbiont,31260371,4.51591e+06,1.14737e+07,132795,85822,218342,37296,1457,662,204,50,6
50,14,120000,host,0,0,0,156616,8525,334,475,507,328,108,5,0
50,14,120000,symbiont,34346653,5.19621e+06,1.15588e+07,136300,93807,234009,22308,1478,677,189,60,5
50,14,125000,host,0,0,0,123165,7182,291,467,491,339,91,1,0
50,14,125000,symbiont,40231393,5.92674e+06,1.17383e+07,119420,88988,249283,14372,1511,681,168,44,5
50,14,130000,host,0,0,0,84701,5686,245,266,318,268,66,1,0
50,14,130000,symbiont,46139116,7.08461e+06,1.19706e+07,91533,83456,263426,11855,954,558,114,47,3
50,14,135000,host,0,0,0,75448,7115,232,346,299,249,91,3,0
50,14,135000,symbiont,50505541,6.72544e+06,1.20072e+07,99623,86185,263428,11315,976,584,125,44,0
50,14,140000,host,0,0,0,61640,4397,211,301,313,259,54,2,0
50,14,140000,symbiont,53249029,6.70617e+06,1.20964e+07,87802,87214,273269,5122,907,562,111,57,3
50,14,145000,host,0,0,0,46144,3895,225,240,301,196,46,0,0
50,14,145000,symbiont,58484327,6.68489e+06,1.21851e+07,85066,84943,275018,3949,884,1800,110,36,2
50,14,150000,host,0,0,0,27755,2251,155,213,252,190,24,2,0
50,14,150000,symbiont,62302733,6.46207e+06,1.22973e+07,70662,66138,284292,4917,686,420,128,44,1
50,14,155000,host,0,0,0,25772,2481,164,213,242,173,29,1,0
50,14,155000,symbiont,66021975,6.24912e+06,1.23067e+07,76266,63947,287158,1357,788,506,135,39,6
50,14,160000,host,0,0,0,24049,4160,223,246,304,192,24,0,0
50,14,160000,symbiont,67261741,6.45602e+06,1.22977e+07,83329,65265,285609,1481,804,545,156,40,7
50,14,165000,host,0,0,0,20322,3915,206,239,257,202,21,1,0
50,14,165000,symbiont,65986923,7.39078e+06,1.23216e+07,87621,68551,285192,1508,874,579,125,40,4
50,14,170000,host,0,0,0,22480,4303,209,280,281,238,22,1,0
50,14,170000,symbiont,66120772,6.4284e+06,1.23022e+07,87457,76119,279127,1548,966,2731,137,46,2
50,14,175000,host,0,0,0,20611,3731,189,261,220,239,28,2,0
50,14,175000,symbiont,67203638,6.23978e+06,1.23199e+07,83577,75814,271343,2624,846,6642,137,52,3
50,14,180000,host,0,0,0,22337,2822,175,172,230,192,24,1,0
50,14,180000,symbiont,67344694,6.0405e+06,1.23235e+07,80476,71798,268930,3594,949,7815,139,53,6
50,14,185000,host,0,0,0,17663,1492,127,120,191,188,19,2,0
50,14,185000,symbiont,68753045,6.25296e+06,1.2362e+07,61938,61679,280496,3149,749,5078,93,37,2
50,14,190000,host,0,0,0,13737,1731,97,136,176,161,23,1,0
50,14,190000,symbiont,69098313,6.49532e+06,1.23833e+07,58239,60946,287137,2419,734,2639,94,37,7
50,14,195000,host,0,0,0,11729,2272,93,128,179,164,15,1,0
50,14,195000,symbiont,68663743,6.89381e+06,1.23923e+07,50430,59827,290934,1521,708,1885,95,39,2
50,14,200000,host,0,0,0,23812,3220,131,144,213,181,22,0,0
50,14,200000,symbiont,68825255,6.7355e+06,1.23197e+07,67090,73054,271350,7619,861,5565,94,37,2
50,15,0,host,0,0,0,0,0,0,0,0,0,0,0,0
50,15,0,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
50,15,5000,host,0,0,0,2.40855e+06,1412,717,658,811,216,142,0,0
50,15,5000,symbiont,78603,20094,307490,38006,607,477,445,489,177,154,0,0
50,15,10000,host,0,0,0,2.13532e+06,4184,488,621,529,267,148,0,0
50,15,10000,symbiont,1352392,252333,1.67672e+06,307281,2312,430,606,507,200,196,0,0
50,15,15000,host,0,0,0,1.77598e+06,6637,391,612,499,218,163,0,0
50,15,15000,symbiont,3974400,759609,3.46466e+06,641968,11394,576,1327,743,349,215,4,0
50,15,20000,host,0,0,0,1.64039e+06,8561,396,601,565,192,212,1,0
50,15,20000,symbiont,5897938,951322,4.12531e+06,764113,13101,789,1047,1018,474,295,2,0
50,15,25000,host,0,0,0,1.53912e+06,7517,496,824,674,343,259,1,0
50,15,25000,symbiont,6863324,1.14477e+06,4.34748e+06,783806,18521,969,1411,1411,662,460,10,0
50,15,30000,host,0,0,0,1.39384e+06,7198,514,961,780,362,285,0,0
50,15,30000,symbiont,8080423,1.19988e+06,4.4163e+06,787335,16917,1591,1497,1467,889,509,10,0
50,15,35000,host,0,0,0,1.28576e+06,10795,594,1323,849,433,355,3,0
50,15,35000,symbiont,9036938,1.24717e+06,4.44419e+06,788105,18205,1276,1618,1607,906,593,4,1
50,15,40000,host,0,0,0,1.24128e+06,13643,720,1909,1023,510,387,2,1
50,15,40000,symbiont,10169670,1.31035e+06,4.57455e+06,803666,21572,1279,1896,1753,936,654,10,0
50,15,45000,host,0,0,0,1.1604e+06,16773,791,2085,1193,565,398,3,0
50,15,45000,symbiont,10574103,1.32191e+06,4.55548e+06,792552,22719,1538,1950,1917,1014,644,9,2
50,15,50000,host,0,0,0,1.09853e+06,19431,846,2247,1314,650,456,9,1
50,15,50000,symbiont,11490461,1.45996e+06,4.80829e+06,821756,29910,1803,2424,2181,1150,697,18,0
