vert,rep,update,partner,donate_calls,donated,earned,steal_calls,stolen,mutualism,attempts_horiz,success_horiz,attempts_vert,task_NOT,task_NAND,task_AND,task_ORN,task_OR,task_ANDN,task_NOR,task_XOR,task_EQU
0.8,23,15000,host,0,0,0,NA,NA,NA,NA,NA,NA,831849,916,201,130,198,37,28,0,0
0.8,23,15000,symbiont,50599,72663.2,2.63162e+06,187981,342713,0,24922,2755,2714,517969,1003,165,160,190,45,31,0,0
0.8,23,20000,host,0,0,0,NA,NA,NA,NA,NA,NA,752715,841,154,115,178,51,18,0,0
0.8,23,20000,symbiont,67231,98297.9,2.55101e+06,247045,379458,0,24087,1919,2564,503238,732,120,155,166,38,24,0,0
0.8,23,25000,host,0,0,0,NA,NA,NA,NA,NA,NA,677666,742,146,94,155,34,23,0,0
0.8,23,25000,symbiont,69094,98607.2,2.43792e+06,282884,362740,0,22696,2057,1982,480578,695,123,276,120,31,22,0,0
0.8,23,30000,host,0,0,0,NA,NA,NA,NA,NA,NA,637688,688,104,103,118,38,18,0,0
0.8,23,30000,symbiont,76376,97302.3,2.40681e+06,341159,382919,0,22180,1667,2005,473058,1760,86,314,146,31,16,0,0
0.8,23,35000,host,0,0,0,NA,NA,NA,NA,NA,NA,610105,952,119,81,116,32,26,0,0
0.8,23,35000,symbiont,84946,130037,2.2767e+06,368562,418496,0,20787,1805,1653,447438,2327,76,297,95,23,22,0,0
0.8,23,40000,host,0,0,0,NA,NA,NA,NA,NA,NA,593592,1365,104,90,121,30,7,0,0
0.8,23,40000,symbiont,101783,154063,2.27695e+06,424501,469470,0,20735,1581,1706,446744,2822,102,300,112,19,16,0,0
0.8,23,45000,host,0,0,0,NA,NA,NA,NA,NA,NA,585141,1139,100,84,108,30,18,0,0
0.8,23,45000,symbiont,109305,186313,2.28876e+06,465818,492817,NA,20624,1626,1477,448287,3184,80,309,137,27,17,0,0
0.8,23,50000,host,0,0,0,NA,NA,NA,NA,NA,NA,577365,1155,91,96,97,33,15,1,0
0.8,23,50000,symbiont,120741,208496,2.27493e+06,515814,514821,0,20391,1574,1639,445061,3741,95,294,142,30,10,0,0
0.8,23,55000,host,0,0,0,NA,NA,NA,NA,NA,NA,568605,2083,107,96,103,24,12,0,1
0.8,23,55000,symbiont,121893,216243,2.26018e+06,569944,559147,NA,20714,1608,1457,441103,4660,102,316,134,31,9,0,0
0.8,23,60000,host,0,0,0,NA,NA,NA,NA,NA,NA,563993,3135,80,91,136,30,13,0,0
0.8,23,60000,symbiont,132143,228254,2.25488e+06,631914,590215,NA,20658,1527,1559,438429,5971,100,310,144,38,12,0,0
0.8,23,65000,host,0,0,0,NA,NA,NA,NA,NA,NA,566835,2724,87,162,135,31,12,0,0
0.8,23,65000,symbiont,140441,222434,2.2495e+06,701084,571715,NA,20381,1466,1417,436925,6383,122,312,131,40,12,0,0
0.8,23,70000,host,0,0,0,NA,NA,NA,NA,NA,NA,556256,3592,94,172,118,34,13,0,0
0.8,23,70000,symbiont,154065,307984,2.20892e+06,729296,670954,NA,20209,1543,1498,427731,6965,130,320,148,44,12,1,0
0.8,23,75000,host,0,0,0,NA,NA,NA,NA,NA,NA,558514,4106,93,110,162,26,13,0,0
0.8,23,75000,symbiont,163277,348049,2.24798e+06,767381,719566,NA,20737,1515,1386,434084,7991,94,332,184,39,16,1,0
0.8,23,80000,host,0,0,0,NA,NA,NA,NA,NA,NA,558355,5850,94,90,165,33,16,0,0
0.8,23,80000,symbiont,186766,381372,2.29714e+06,833727,772873,NA,21275,1554,1426,443118,8486,125,343,182,57,8,0,0
0.8,23,85000,host,0,0,0,NA,NA,NA,NA,NA,NA,566433,7666,113,138,170,36,16,0,0
0.8,23,85000,symbiont,209461,378775,2.28492e+06,899973,787722,NA,21218,1531,1440,439679,9306,118,342,184,56,14,1,0
0.8,23,90000,host,0,0,0,NA,NA,NA,NA,NA,NA,580084,7013,111,135,153,32,14,0,0
0.8,23,90000,symbiont,230421,406482,2.31258e+06,956189,847472,NA,21727,1637,1480,441707,12272,118,365,195,63,17,0,0
0.8,23,95000,host,0,0,0,NA,NA,NA,NA,NA,NA,571135,9372,106,401,177,49,14,0,0
0.8,23,95000,symbiont,244645,411459,2.356e+06,1040257,858390,NA,21914,1629,1426,450030,12129,126,350,220,79,14,0,0
0.8,23,100000,host,0,0,0,NA,NA,NA,NA,NA,NA,564882,10597,112,689,189,54,10,0,0
0.8,23,100000,symbiont,269493,447518,2.344e+06,1134421,906402,NA,21768,1547,1410,447250,11582,155,409,244,55,19,0,1
0.8,23,105000,host,0,0,0,NA,NA,NA,NA,NA,NA,573530,11986,125,715,189,61,19,0,0
0.8,23,105000,symbiont,310637,495538,2.39655e+06,1215485,996417,NA,22563,1602,1416,457934,11056,126,506,221,68,18,2,0
0.8,23,110000,host,0,0,0,NA,NA,NA,NA,NA,NA,583887,11973,114,1222,193,47,19,2,0
0.8,23,110000,symbiont,322785,617462,2.38952e+06,1319763,1.18201e+06,NA,22936,1594,1400,455230,11370,162,513,262,73,17,0,0
0.8,23,115000,host,0,0,0,NA,NA,NA,NA,NA,NA,596838,12084,169,774,228,75,16,0,0
0.8,23,115000,symbiont,340773,610856,2.37156e+06,1370450,1.21047e+06,NA,22834,1525,1387,451636,12045,157,506,233,74,13,0,0
0.8,23,120000,host,0,0,0,NA,NA,NA,NA,NA,NA,607777,15076,171,420,245,77,32,0,0
0.8,23,120000,symbiont,372423,715506,2.44878e+06,1458009,1.27674e+06,NA,23155,1570,1434,465811,13088,164,519,232,77,12,0,1
0.8,23,125000,host,0,0,0,NA,NA,NA,NA,NA,NA,613943,16319,159,375,272,74,22,0,0
0.8,23,125000,symbiont,393136,821937,2.51394e+06,1533853,1.40391e+06,NA,23654,1619,1404,476913,13515,189,596,254,90,15,1,1
0.8,23,130000,host,0,0,0,NA,NA,NA,NA,NA,NA,623105,16363,184,408,276,84,15,1,0
0.8,23,130000,symbiont,431618,925435,2.57573e+06,1629603,1.56853e+06,NA,24520,1616,1440,489106,13520,190,613,266,85,15,0,0
0.8,23,135000,host,0,0,0,NA,NA,NA,NA,NA,NA,640596,17116,194,356,287,85,28,0,0
0.8,23,135000,symbiont,464860,992722,2.5653e+06,1668797,1.70974e+06,NA,24782,1657,1435,485503,14870,201,535,294,93,19,0,0
0.8,23,140000,host,0,0,0,NA,NA,NA,NA,NA,NA,652019,17998,222,364,323,89,27,2,0
0.8,23,140000,symbiont,494455,1.07226e+06,2.60188e+06,1741364,1.81358e+06,NA,25381,1634,1437,491850,15302,235,496,314,101,21,0,1
0.8,23,145000,host,0,0,0,NA,NA,NA,NA,NA,NA,647837,19749,234,290,311,83,19,0,0
0.8,23,145000,symbiont,528213,1.1792e+06,2.67462e+06,1793639,1.911e+06,NA,25904,1697,1466,506473,15898,223,372,343,92,26,0,0
0.8,23,150000,host,0,0,0,NA,NA,NA,NA,NA,NA,650005,21583,253,274,357,117,25,1,0
0.8,23,150000,symbiont,586577,1.26479e+06,2.77938e+06,1855274,1.94667e+06,NA,26426,1701,1523,526329,17419,220,380,319,103,18,0,0
0.8,23,155000,host,0,0,0,NA,NA,NA,NA,NA,NA,651033,24489,212,261,314,113,30,0,0
0.8,23,155000,symbiont,616106,1.2671e+06,2.80532e+06,1918464,1.95924e+06,NA,26908,1728,1572,528660,19187,235,367,374,107,22,0,0
0.8,23,160000,host,0,0,0,NA,NA,NA,NA,NA,NA,668157,25228,256,332,377,101,34,0,0
0.8,23,160000,symbiont,650674,1.26764e+06,2.83954e+06,1994055,1.97233e+06,NA,27167,1741,1546,534605,18551,264,408,395,121,35,0,0
0.8,23,165000,host,0,0,0,NA,NA,NA,NA,NA,NA,660020,27343,228,880,388,142,35,0,0
0.8,23,165000,symbiont,691584,1.30903e+06,2.8415e+06,2041720,1.93335e+06,NA,26393,1759,1619,530616,17539,271,1031,421,133,27,0,0
0.8,23,170000,host,0,0,0,NA,NA,NA,NA,NA,NA,655802,28842,267,335,394,111,25,1,0
0.8,23,170000,symbiont,692431,1.42491e+06,2.74626e+06,2090838,2.03877e+06,NA,25419,1747,1530,513682,15811,284,964,388,149,37,0,0
0.8,23,175000,host,0,0,0,NA,NA,NA,NA,NA,NA,652262,28531,265,274,412,118,32,1,0
0.8,23,175000,symbiont,718443,1.52539e+06,2.6872e+06,2140279,2.17652e+06,NA,24976,1765,1533,503863,15416,289,713,437,147,25,0,0
0.8,23,180000,host,0,0,0,NA,NA,NA,NA,NA,NA,649338,30509,291,330,458,146,44,0,0
0.8,23,180000,symbiont,749582,1.51554e+06,2.78584e+06,2158888,2.21004e+06,NA,25873,1732,1589,523863,16664,308,452,445,147,34,0,0
0.8,23,185000,host,0,0,0,NA,NA,NA,NA,NA,NA,662805,29435,295,353,469,145,27,1,1
0.8,23,185000,symbiont,801507,1.59037e+06,2.836e+06,2210676,2.30896e+06,NA,26491,1737,1528,529789,17412,312,820,464,154,33,0,0
0.8,23,190000,host,0,0,0,NA,NA,NA,NA,NA,NA,669486,31385,300,379,448,143,41,1,0
0.8,23,190000,symbiont,839732,1.66698e+06,2.84347e+06,2207711,2.40856e+06,NA,26675,1750,1583,521810,21876,304,1406,476,158,33,4,0
0.8,23,195000,host,0,0,0,NA,NA,NA,NA,NA,NA,667684,31827,316,288,452,147,39,0,0
0.8,23,195000,symbiont,884818,1.68041e+06,2.84708e+06,2231195,2.37694e+06,NA,26453,1731,1591,524044,20539,705,843,521,169,40,0,2
0.8,23,200000,host,0,0,0,NA,NA,NA,NA,NA,NA,659541,34611,310,945,434,142,46,0,0
0.8,23,200000,symbiont,930482,1.75607e+06,2.75236e+06,2277185,2.43204e+06,NA,25447,1799,1594,508112,20679,455,821,466,169,41,0,0
0.8,23,205000,host,0,0,0,NA,NA,NA,NA,NA,NA,652308,35210,294,1016,486,161,53,2,0
0.8,23,205000,symbiont,995372,1.8777e+06,2.78277e+06,2359066,2.52104e+06,NA,25546,1714,1533,508128,23306,355,1345,490,150,36,2,1
0.8,23,210000,host,0,0,0,NA,NA,NA,NA,NA,NA,649965,37922,349,1009,502,155,41,0,0
0.8,23,210000,symbiont,1021299,1.93031e+06,2.75814e+06,2378624,2.53738e+06,NA,25047,1694,1516,497775,26085,345,1608,491,196,36,0,0
0.8,23,215000,host,0,0,0,NA,NA,NA,NA,NA,NA,648759,40349,315,1053,516,173,24,1,0
0.8,23,215000,symbiont,1064607,1.98531e+06,2.74054e+06,2420182,2.59582e+06,NA,24735,1672,1533,492686,26078,348,1772,538,178,27,0,1
0.8,23,220000,host,0,0,0,NA,NA,NA,NA,NA,NA,664462,46246,313,663,491,180,37,2,1
0.8,23,220000,symbiont,1087846,1.91452e+06,2.72718e+06,2457661,2.56617e+06,NA,25040,1800,1538,486889,24554,385,2332,532,174,29,1,0
0.8,23,225000,host,0,0,0,NA,NA,NA,NA,NA,NA,653975,47550,365,536,483,188,48,2,0
0.8,23,225000,symbiont,1123622,1.92411e+06,2.7408e+06,2492306,2.58947e+06,NA,25350,1708,1533,485221,23018,420,2922,565,173,39,2,1
0.8,23,230000,host,0,0,0,NA,NA,NA,NA,NA,NA,653199,48708,367,549,564,198,47,0,0
0.8,23,230000,symbiont,1143833,1.97624e+06,2.8098e+06,2536838,2.63425e+06,NA,25785,1709,1515,496963,23692,388,3177,521,196,37,4,0
0.8,23,235000,host,0,0,0,NA,NA,NA,NA,NA,NA,661182,44351,363,512,515,183,50,2,0
0.8,23,235000,symbiont,1171777,2.17475e+06,2.8534e+06,2575090,2.78753e+06,NA,25602,1693,1563,504886,26809,377,2714,609,204,38,1,0
0.8,23,240000,host,0,0,0,NA,NA,NA,NA,NA,NA,665401,47891,350,464,589,199,70,2,0
0.8,23,240000,symbiont,1184372,2.23631e+06,2.8487e+06,2597810,2.83792e+06,NA,25454,1720,1580,505294,29429,438,2107,603,231,41,0,0
0.8,23,245000,host,0,0,0,NA,NA,NA,NA,NA,NA,675283,47823,402,1205,565,198,42,3,0
0.8,23,245000,symbiont,1197752,2.12443e+06,2.77242e+06,2606327,2.72426e+06,NA,25061,1791,1629,490572,31799,423,1769,605,236,32,1,1
0.8,23,250000,host,0,0,0,NA,NA,NA,NA,NA,NA,676285,46328,400,1078,617,219,49,1,0
0.8,23,250000,symbiont,1214288,2.33964e+06,2.79293e+06,2650561,2.96924e+06,NA,25382,1792,1625,491092,34934,474,1622,666,231,43,0,1
0.8,23,255000,host,0,0,0,NA,NA,NA,NA,NA,NA,673176,47191,405,981,613,227,63,1,0
0.8,23,255000,symbiont,1251085,2.48073e+06,2.75186e+06,2696616,3.13167e+06,NA,25215,1742,1577,484563,33905,400,1770,587,252,35,0,0
0.8,23,260000,host,0,0,0,NA,NA,NA,NA,NA,NA,661208,44715,439,1024,655,232,57,4,1
0.8,23,260000,symbiont,1234087,2.52202e+06,2.7553e+06,2692956,3.16092e+06,NA,25432,1701,1598,484318,33766,409,1895,611,244,25,2,0
0.8,23,265000,host,0,0,0,NA,NA,NA,NA,NA,NA,646306,41702,416,1097,580,227,35,3,0
0.8,23,265000,symbiont,1234934,2.52072e+06,2.75428e+06,2733903,3.12521e+06,NA,24938,1709,1567,484388,38492,444,1221,622,236,28,1,0
0.8,23,270000,host,0,0,0,NA,NA,NA,NA,NA,NA,650223,43001,432,1297,583,249,46,1,0
0.8,23,270000,symbiont,1239047,2.64899e+06,2.76122e+06,2740447,3.24426e+06,NA,24718,1705,1544,486849,38602,404,1073,625,249,30,1,0
0.8,23,275000,host,0,0,0,NA,NA,NA,NA,NA,NA,659342,37985,409,1833,599,223,54,0,0
0.8,23,275000,symbiont,1232200,2.56537e+06,2.79484e+06,2743105,3.17615e+06,NA,25079,1719,1587,489180,42693,432,1163,590,224,36,3,1
0.8,23,280000,host,0,0,0,NA,NA,NA,NA,NA,NA,670026,34996,460,2298,627,224,46,0,0
0.8,23,280000,symbiont,1255162,2.60105e+06,2.77976e+06,2703900,3.24215e+06,NA,24888,1729,1602,482433,43799,486,1359,647,218,34,1,0
0.8,23,285000,host,0,0,0,NA,NA,NA,NA,NA,NA,680117,32644,425,2207,599,239,54,1,0
0.8,23,285000,symbiont,1283566,2.55584e+06,2.73146e+06,2675064,3.1848e+06,NA,24195,1774,1592,476107,42330,449,997,679,241,47,2,0
0.8,23,290000,host,0,0,0,NA,NA,NA,NA,NA,NA,683596,31627,407,1482,611,248,55,3,1
0.8,23,290000,symbiont,1303427,2.62662e+06,2.76124e+06,2685458,3.25297e+06,NA,24299,1798,1639,485620,39836,438,963,637,253,39,1,1
0.8,23,295000,host,0,0,0,NA,NA,NA,NA,NA,NA,683328,32576,420,1658,614,238,58,0,0
0.8,23,295000,symbiont,1313609,2.80517e+06,2.82273e+06,2726805,3.41551e+06,NA,24344,1761,1637,494736,41962,513,962,685,230,41,1,1
0.8,23,300000,host,0,0,0,NA,NA,NA,NA,NA,NA,667201,34948,430,1643,630,236,48,1,0
0.8,23,300000,symbiont,1310584,2.81307e+06,2.87214e+06,2746020,3.37785e+06,NA,24321,1811,1624,500744,41005,480,1633,659,245,38,1,1
0.8,23,305000,host,0,0,0,NA,NA,NA,NA,NA,NA,672529,39057,474,1301,585,266,56,0,0
0.8,23,305000,symbiont,1328768,2.85518e+06,2.78968e+06,2754953,3.4042e+06,NA,23461,1715,1657,491254,41883,446,744,664,213,36,1,1
0.8,23,310000,host,0,0,0,NA,NA,NA,NA,NA,NA,670774,43146,461,1957,615,267,52,0,0
0.8,23,310000,symbiont,1334901,3.01991e+06,2.81952e+06,2732980,3.5148e+06,NA,23360,1762,1665,488825,47423,761,728,612,276,48,0,0
0.8,23,315000,host,0,0,0,NA,NA,NA,NA,NA,NA,665966,46330,457,3137,617,219,57,1,1
0.8,23,315000,symbiont,1341744,2.98875e+06,2.78731e+06,2745179,3.46067e+06,NA,23223,1828,1665,481545,46901,738,935,655,236,42,1,0
0.8,23,320000,host,0,0,0,NA,NA,NA,NA,NA,NA,673589,46578,464,3467,633,240,57,0,0
0.8,23,320000,symbiont,1369512,3.05647e+06,2.83816e+06,2787960,3.58294e+06,NA,23818,1847,1686,485595,51813,722,1142,627,250,38,2,0
0.8,23,325000,host,0,0,0,NA,NA,NA,NA,NA,NA,677542,46194,471,3536,1006,241,64,4,0
0.8,23,325000,symbiont,1383250,3.17046e+06,2.82918e+06,2793298,3.71329e+06,NA,24251,1847,1660,483595,51890,748,1188,602,265,29,2,0
0.8,23,330000,host,0,0,0,NA,NA,NA,NA,NA,NA,672541,49767,489,3396,1330,221,67,5,0
0.8,23,330000,symbiont,1386430,3.17927e+06,2.82232e+06,2778598,3.72892e+06,NA,24398,1884,1699,480271,50912,1038,1240,652,221,32,2,0
0.8,23,335000,host,0,0,0,NA,NA,NA,NA,NA,NA,673913,49601,475,2798,2248,254,55,2,1
0.8,23,335000,symbiont,1390357,3.34768e+06,2.87345e+06,2839896,3.90196e+06,NA,25024,1995,1788,485782,49244,1133,1865,642,268,35,0,0
0.8,23,340000,host,0,0,0,NA,NA,NA,NA,NA,NA,678628,51209,498,1752,2244,268,51,1,1
0.8,23,340000,symbiont,1389021,3.4019e+06,2.86458e+06,2905330,3.94575e+06,NA,24839,1931,1781,486064,48076,1087,1738,669,272,35,0,0
0.8,23,345000,host,0,0,0,NA,NA,NA,NA,NA,NA,689480,53979,460,2262,2713,284,62,2,1
0.8,23,345000,symbiont,1415645,3.30381e+06,2.8642e+06,2908694,3.9142e+06,NA,25239,1951,1785,487021,45755,1124,1768,678,292,44,0,0
0.8,23,350000,host,0,0,0,NA,NA,NA,NA,NA,NA,688775,51332,465,2372,3362,222,65,2,0
0.8,23,350000,symbiont,1455093,3.12694e+06,2.80116e+06,2930533,3.79923e+06,NA,25641,1985,1870,472703,49834,1165,1513,673,268,37,1,0
0.8,23,355000,host,0,0,0,NA,NA,NA,NA,NA,NA,685839,50945,542,1707,3090,294,56,3,0
0.8,23,355000,symbiont,1470068,3.29041e+06,2.8304e+06,2884721,3.94543e+06,NA,25625,1948,1739,474736,52312,1199,1652,678,248,40,4,0
0.8,23,360000,host,0,0,0,NA,NA,NA,NA,NA,NA,681582,54966,508,1757,3275,291,52,1,1
0.8,23,360000,symbiont,1492024,3.25058e+06,2.84408e+06,2877047,3.887e+06,NA,25505,1940,1815,479633,46608,1138,2096,717,245,41,0,0
0.8,23,365000,host,0,0,0,NA,NA,NA,NA,NA,NA,664027,55512,712,1370,4425,287,46,1,1
0.8,23,365000,symbiont,1527473,3.27903e+06,2.86126e+06,2852413,3.93658e+06,NA,25616,1934,1797,479033,49044,1218,2104,745,285,33,2,0
0.8,23,370000,host,0,0,0,NA,NA,NA,NA,NA,NA,670086,53338,572,1732,4944,267,49,3,0
0.8,23,370000,symbiont,1573167,3.28985e+06,2.79984e+06,2895283,3.95687e+06,NA,24880,1885,1796,472604,43132,1169,2146,699,314,47,0,0
0.8,23,375000,host,0,0,0,NA,NA,NA,NA,NA,NA,677870,57464,802,1701,6307,267,50,1,0
0.8,23,375000,symbiont,1595575,3.42741e+06,2.74574e+06,2923596,4.13425e+06,NA,24646,1934,1841,460787,42026,862,2804,692,295,38,0,0
0.8,23,380000,host,0,0,0,NA,NA,NA,NA,NA,NA,663722,53207,1084,1268,6567,256,43,7,1
0.8,23,380000,symbiont,1612107,3.64987e+06,2.70994e+06,2945140,4.31731e+06,NA,23828,1910,1763,460564,40424,496,2483,710,281,40,1,0
0.8,23,385000,host,0,0,0,NA,NA,NA,NA,NA,NA,669202,50256,1536,1485,8915,267,64,1,1
0.8,23,385000,symbiont,1675690,3.80299e+06,2.71378e+06,2926537,4.50047e+06,NA,24212,2009,1775,463835,42442,532,1822,756,285,28,3,0
0.8,23,390000,host,0,0,0,NA,NA,NA,NA,NA,NA,674320,53712,2229,2346,12535,326,45,2,1
0.8,23,390000,symbiont,1722768,3.84888e+06,2.64088e+06,2935267,4.79891e+06,NA,25656,2191,1904,452598,44571,491,1265,668,300,42,4,0
0.8,23,395000,host,0,0,0,NA,NA,NA,NA,NA,NA,686958,59389,2506,3829,14111,305,75,4,0
0.8,23,395000,symbiont,1741551,3.93901e+06,2.57958e+06,2914547,4.89424e+06,NA,24562,2273,2029,437960,45475,492,1360,729,293,37,4,0
0.8,23,400000,host,0,0,0,NA,NA,NA,NA,NA,NA,690507,62334,6332,4660,15907,292,72,6,0
0.8,23,400000,symbiont,1737714,3.5956e+06,2.45474e+06,2882552,4.60042e+06,NA,24424,2556,2229,418017,43747,493,1047,702,284,33,1,0
0.8,23,405000,host,0,0,0,NA,NA,NA,NA,NA,NA,686016,74123,9082,7309,18065,283,61,7,1
0.8,23,405000,symbiont,1728501,3.33886e+06,2.32816e+06,2952079,4.64164e+06,NA,26090,2780,2241,393417,44831,470,957,669,259,33,2,0
0.8,23,410000,host,0,0,0,NA,NA,NA,NA,NA,NA,672151,85905,14099,9325,21309,270,59,2,2
0.8,23,410000,symbiont,1741440,3.59465e+06,2.33006e+06,3088772,5.2416e+06,NA,29185,2806,2300,392348,45047,757,860,652,258,32,3,0
0.8,23,415000,host,0,0,0,NA,NA,NA,NA,NA,NA,651287,97905,12476,12657,21335,279,68,8,4
0.8,23,415000,symbiont,1731352,3.52833e+06,2.3117e+06,3186612,5.11061e+06,NA,28303,2697,2221,389009,48722,457,695,645,249,33,1,0
0.8,23,420000,host,0,0,0,NA,NA,NA,NA,NA,NA,639379,112476,11033,15008,26195,278,45,9,1
0.8,23,420000,symbiont,1750432,3.47302e+06,2.1912e+06,3239582,5.09371e+06,NA,27069,2918,2457,369525,44036,464,683,643,260,31,2,0
0.8,23,425000,host,0,0,0,NA,NA,NA,NA,NA,NA,641883,123620,13835,18414,32175,293,63,9,0
0.8,23,425000,symbiont,1718221,3.60495e+06,2.1747e+06,3337004,5.63693e+06,NA,29781,3428,2803,362702,45437,472,922,634,268,36,0,1
0.8,23,430000,host,0,0,0,NA,NA,NA,NA,NA,NA,642193,130099,12949,22316,37771,284,72,10,0
0.8,23,430000,symbiont,1667763,3.50273e+06,2.07662e+06,3391715,5.53732e+06,NA,28705,3579,3161,347668,41592,451,921,630,257,23,3,1
0.8,23,435000,host,0,0,0,NA,NA,NA,NA,NA,NA,642636,137950,14054,30337,36942,306,62,14,2
0.8,23,435000,symbiont,1636782,3.6893e+06,2.02482e+06,3371213,5.885e+06,NA,29116,3796,3212,333750,41102,978,900,630,261,24,2,0
0.8,23,440000,host,0,0,0,NA,NA,NA,NA,NA,NA,643167,131944,13430,37263,35309,265,79,8,3
0.8,23,440000,symbiont,1625091,3.68862e+06,1.9165e+06,3401288,5.8757e+06,NA,27741,3994,3127,316379,36816,1165,728,622,261,26,0,0
0.8,23,445000,host,0,0,0,NA,NA,NA,NA,NA,NA,636273,130374,14215,45549,37582,292,169,6,3
0.8,23,445000,symbiont,1611483,4.06024e+06,1.86196e+06,3484875,6.64031e+06,NA,29599,4141,3274,310959,33114,982,652,676,225,25,1,0
0.8,23,450000,host,0,0,0,NA,NA,NA,NA,NA,NA,652988,142035,17783,46773,47490,286,197,7,1
0.8,23,450000,symbiont,1556113,4.10468e+06,1.72642e+06,3548005,7.19004e+06,NA,32650,4462,3402,282419,29480,982,751,925,247,23,1,0
0.8,23,455000,host,0,0,0,NA,NA,NA,NA,NA,NA,678862,136670,15425,41885,64842,274,65,7,1
0.8,23,455000,symbiont,1573665,4.00781e+06,1.58701e+06,3627486,7.48967e+06,NA,33318,4667,3894,256666,29216,952,654,911,226,15,0,0
0.8,23,460000,host,0,0,0,NA,NA,NA,NA,NA,NA,729170,121224,10914,35763,83295,256,67,2,3
0.8,23,460000,symbiont,1609865,3.74744e+06,1.36666e+06,3518112,7.12724e+06,NA,29734,5234,4213,218003,28250,861,476,720,258,21,2,0
0.8,23,465000,host,0,0,0,NA,NA,NA,NA,NA,NA,774187,106820,9016,31477,99860,246,72,2,0
0.8,23,465000,symbiont,1706798,4.88607e+06,1.12671e+06,3619752,8.91098e+06,NA,32110,5557,4174,178098,25108,646,673,497,189,17,2,0
0.8,23,470000,host,0,0,0,NA,NA,NA,NA,NA,NA,787095,88809,3642,33806,160581,210,76,7,1
0.8,23,470000,symbiont,1714027,4.40892e+06,829610,3706919,9.10965e+06,NA,35001,7111,5340,128563,23015,299,272,413,176,9,2,0
0.8,23,475000,host,0,0,0,NA,NA,NA,NA,NA,NA,744953,66479,1316,25012,258620,195,80,4,0
0.8,23,475000,symbiont,1807050,5.77353e+06,646485,4121059,1.34698e+07,NA,48482,10309,7050,88887,26458,266,534,342,114,7,1,0
0.8,23,480000,host,0,0,0,NA,NA,NA,NA,NA,NA,659961,52763,513,38832,322278,167,98,8,0
0.8,23,480000,symbiont,1927203,8.37727e+06,501845,4682440,1.93549e+07,NA,64792,11532,7935,66760,19233,256,613,334,120,5,0,0
0.8,23,485000,host,0,0,0,NA,NA,NA,NA,NA,NA,662496,47267,459,33484,370508,146,97,5,0
0.8,23,485000,symbiont,2234069,9.76329e+06,467055,5418947,2.44063e+07,NA,88032,11910,9564,60513,17842,540,434,331,111,6,0,0
0.8,23,490000,host,0,0,0,NA,NA,NA,NA,NA,NA,655803,40700,508,23604,383560,130,6134,4,3
0.8,23,490000,symbiont,2105266,8.37455e+06,367035,5261130,2.16201e+07,NA,74836,12992,10359,48014,12041,520,297,314,96,8,0,0
0.8,23,495000,host,0,0,0,NA,NA,NA,NA,NA,NA,618116,35177,795,16379,350147,120,4805,1,1
0.8,23,495000,symbiont,2178330,8.063e+06,333025,5126316,1.9291e+07,NA,62437,12034,10024,41946,12019,594,262,285,77,0,0,0
0.8,23,500000,host,0,0,0,NA,NA,NA,NA,NA,NA,606652,37894,692,14978,316375,131,1875,4,1
0.8,23,500000,symbiont,2159107,7.60404e+06,370250,5728906,1.91352e+07,NA,61235,10878,7732,52089,12169,219,219,303,82,4,0,0
0.8,23,505000,host,0,0,0,NA,NA,NA,NA,NA,NA,1.66016e+06,3590,85,7235,4.80002e+06,407,64629,0,1
0.8,23,505000,symbiont,495126,4.98953e+06,60190,737793,1.12269e+07,NA,33040,2495,259229,3061,1446,76,47,95,313,1,0,0
0.8,23,510000,host,0,0,0,NA,NA,NA,NA,NA,NA,49552,29,0,31,151895,4,2065,0,0
0.8,23,510000,symbiont,19504,0,800,544,815,NA,7,0,11441,0,0,0,0,0,10,0,0,0
0.8,23,515000,host,0,0,0,NA,NA,NA,NA,NA,NA,46328,17,1,34,148209,11,4030,0,0
0.8,23,515000,symbiont,3470,0,560,440,0,NA,0,0,11425,0,0,0,0,1,6,0,0,0
0.8,23,520000,host,0,0,0,NA,NA,NA,NA,NA,NA,52799,31,0,27,151730,14,2022,0,0
0.8,23,520000,symbiont,2391,0,720,0,0,NA,0,0,11457,0,0,0,0,0,9,0,0,0
0.8,24,0,host,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
0.8,24,0,symbiont,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.8,24,5000,host,0,0,0,NA,NA,NA,NA,NA,NA,1.31938e+06,157,367,286,373,24,16,0,0
0.8,24,5000,symbiont,17783,39946.9,3.51986e+06,49339,314936,0,32384,3583,210,694485,271,283,211,284,23,11,0,0
0.8,24,10000,host,0,0,0,NA,NA,NA,NA,NA,NA,1.09314e+06,199,306,219,284,56,21,0,0
0.8,24,10000,symbiont,37070,51926.8,3.18487e+06,117168,322756,0,30973,2468,4098,627339,595,256,182,262,42,21,0,0
0.8,24,15000,host,0,0,0,NA,NA,NA,NA,NA,NA,834310,604,196,132,211,55,30,0,0
0.8,24,15000,symbiont,54694,94524.9,2.61836e+06,182194,308043,NA,24544,2692,2676,516097,1822,142,145,163,29,12,0,0
0.8,24,20000,host,0,0,0,NA,NA,NA,NA,NA,NA,767552,896,170,124,190,39,24,0,0
