vert,rep,update,partner,donate_calls,donated,earned,steal_calls,stolen,mutualism,attempts_horiz,success_horiz,attempts_vert,task_NOT,task_NAND,task_AND,task_ORN,task_OR,task_ANDN,task_NOR,task_XOR,task_EQU
0.2,15,225000,symbiont,908643,1.80596e+06,2.98172e+06,2418863,2.50834e+06,NA,27984,1834,378,547849,27231,325,701,516,216,38,4,0
0.2,15,230000,host,0,0,0,NA,NA,NA,NA,NA,NA,661733,39064,297,517,499,187,42,0,0
0.2,15,230000,symbiont,931976,1.804e+06,2.87434e+06,2515024,2.49109e+06,NA,26876,1790,397,522771,31528,376,607,535,179,36,4,0
0.2,15,235000,host,0,0,0,NA,NA,NA,NA,NA,NA,658303,43629,347,461,488,191,42,2,0
0.2,15,235000,symbiont,945800,1.8712e+06,2.85536e+06,2599832,2.56385e+06,NA,26664,1811,366,515476,33341,457,823,508,181,30,1,0
0.2,15,240000,host,0,0,0,NA,NA,NA,NA,NA,NA,662406,47950,318,473,510,196,38,0,0
0.2,15,240000,symbiont,937636,1.89476e+06,2.8085e+06,2557700,2.55704e+06,NA,26055,1851,388,506971,32328,357,873,522,183,36,2,1
0.2,15,245000,host,0,0,0,NA,NA,NA,NA,NA,NA,661159,51174,333,608,524,184,32,3,0
0.2,15,245000,symbiont,945985,1.90489e+06,2.76916e+06,2555006,2.56006e+06,NA,25481,1879,375,501648,31432,373,623,522,207,30,3,1
0.2,15,250000,host,0,0,0,NA,NA,NA,NA,NA,NA,668151,48630,360,1232,483,185,42,2,0
0.2,15,250000,symbiont,946525,1.98683e+06,2.78134e+06,2585401,2.62411e+06,NA,25466,1928,394,504407,31196,384,583,516,208,41,1,0
0.2,15,255000,host,0,0,0,NA,NA,NA,NA,NA,NA,673115,46858,379,1686,550,182,42,2,0
0.2,15,255000,symbiont,967937,2.0078e+06,2.8842e+06,2597639,2.65578e+06,NA,26220,1948,418,525849,30742,352,481,545,212,46,0,0
0.2,15,260000,host,0,0,0,NA,NA,NA,NA,NA,NA,683700,44907,382,1767,560,235,38,1,0
0.2,15,260000,symbiont,975739,1.94139e+06,2.875e+06,2669632,2.62279e+06,NA,26489,1950,413,523994,30469,400,511,522,214,44,2,0
0.2,15,265000,host,0,0,0,NA,NA,NA,NA,NA,NA,696140,48137,376,2070,559,195,47,3,0
0.2,15,265000,symbiont,1016431,1.97074e+06,2.848e+06,2682409,2.67431e+06,NA,26246,2006,411,521171,25892,400,591,622,207,42,0,0
0.2,15,270000,host,0,0,0,NA,NA,NA,NA,NA,NA,692138,49029,389,1510,601,232,60,4,0
0.2,15,270000,symbiont,1070295,2.21319e+06,2.83366e+06,2740066,2.919e+06,NA,25757,1907,357,518907,24904,436,579,617,196,56,0,0
0.2,15,275000,host,0,0,0,NA,NA,NA,NA,NA,NA,684157,52877,398,1515,573,216,37,2,0
0.2,15,275000,symbiont,1094093,2.35519e+06,2.83612e+06,2802709,3.0206e+06,NA,25488,1976,380,520373,24348,463,554,559,237,51,0,0
0.2,15,280000,host,0,0,0,NA,NA,NA,NA,NA,NA,688790,56082,450,1510,674,254,60,1,0
0.2,15,280000,symbiont,1096953,2.36081e+06,2.86078e+06,2806654,3.02499e+06,NA,25407,1996,392,528141,21695,410,568,565,269,36,0,0
0.2,15,285000,host,0,0,0,NA,NA,NA,NA,NA,NA,685804,64303,495,893,622,228,53,2,0
0.2,15,285000,symbiont,1134773,2.40878e+06,2.9215e+06,2855028,3.10151e+06,NA,26126,2004,406,534179,24297,891,479,614,231,42,0,0
0.2,15,290000,host,0,0,0,NA,NA,NA,NA,NA,NA,682555,63257,433,722,684,247,54,1,1
0.2,15,290000,symbiont,1167119,2.43367e+06,2.92496e+06,2862777,3.11725e+06,NA,26261,2007,406,529353,27272,1190,480,626,224,43,1,0
0.2,15,295000,host,0,0,0,NA,NA,NA,NA,NA,NA,680816,55990,442,755,612,240,48,2,0
0.2,15,295000,symbiont,1207161,2.37474e+06,2.87298e+06,2881784,3.04815e+06,NA,26040,1941,411,522663,29222,412,441,650,243,46,2,1
0.2,15,300000,host,0,0,0,NA,NA,NA,NA,NA,NA,675687,51837,421,767,690,246,47,2,0
0.2,15,300000,symbiont,1229645,2.44575e+06,2.89834e+06,2869665,3.11306e+06,NA,26253,1946,375,526690,28618,440,607,640,259,48,2,0
0.2,15,305000,host,0,0,0,NA,NA,NA,NA,NA,NA,678421,52045,411,781,615,245,58,1,0
0.2,15,305000,symbiont,1263563,2.42689e+06,2.84873e+06,2909658,3.0813e+06,NA,25582,1873,410,517107,27671,463,662,635,249,53,2,1
0.2,15,310000,host,0,0,0,NA,NA,NA,NA,NA,NA,676969,55008,413,905,594,217,48,2,3
0.2,15,310000,symbiont,1259118,2.58276e+06,2.86015e+06,2941469,3.23635e+06,NA,25314,1921,378,520469,25161,505,699,670,274,51,1,0
0.2,15,315000,host,0,0,0,NA,NA,NA,NA,NA,NA,685684,60988,443,953,686,251,56,0,0
0.2,15,315000,symbiont,1260481,2.68055e+06,2.82485e+06,2914345,3.361e+06,NA,25271,1915,411,510676,28902,478,588,654,286,55,2,0
0.2,15,320000,host,0,0,0,NA,NA,NA,NA,NA,NA,688794,65532,518,1177,657,257,48,1,0
0.2,15,320000,symbiont,1268885,2.6596e+06,2.85512e+06,2937984,3.34757e+06,NA,25756,1940,384,517525,29916,442,496,632,287,43,0,0
0.2,15,325000,host,0,0,0,NA,NA,NA,NA,NA,NA,671686,61955,445,804,697,257,46,1,0
0.2,15,325000,symbiont,1309750,2.6555e+06,2.84784e+06,2967945,3.29623e+06,NA,24974,1920,431,516884,29348,522,485,641,230,41,1,0
0.2,15,330000,host,0,0,0,NA,NA,NA,NA,NA,NA,667996,61545,475,722,636,279,61,1,0
0.2,15,330000,symbiont,1319714,2.58267e+06,2.79712e+06,3016054,3.23254e+06,NA,24676,1817,397,505190,29795,620,459,629,247,55,1,0
0.2,15,335000,host,0,0,0,NA,NA,NA,NA,NA,NA,686509,64578,470,1249,703,273,52,1,0
0.2,15,335000,symbiont,1342070,2.66289e+06,2.87433e+06,3045726,3.35099e+06,NA,25797,1931,408,517500,33542,501,457,693,233,41,1,0
0.2,15,340000,host,0,0,0,NA,NA,NA,NA,NA,NA,680464,61896,493,907,667,285,38,2,0
0.2,15,340000,symbiont,1356238,2.79509e+06,2.87838e+06,3124976,3.48834e+06,NA,25607,1848,380,515254,34751,451,550,719,259,62,1,0
0.2,15,345000,host,0,0,0,NA,NA,NA,NA,NA,NA,680689,62431,774,800,664,288,49,4,0
0.2,15,345000,symbiont,1332640,2.69628e+06,2.90029e+06,3165205,3.43e+06,NA,26348,1884,377,519843,36143,477,566,620,243,59,1,0
0.2,15,350000,host,0,0,0,NA,NA,NA,NA,NA,NA,688224,64169,1200,1314,687,278,53,3,2
0.2,15,350000,symbiont,1328629,2.80604e+06,2.91806e+06,3166276,3.61253e+06,NA,26758,1865,431,519400,39029,530,578,679,243,48,1,0
0.2,15,355000,host,0,0,0,NA,NA,NA,NA,NA,NA,684366,66862,1862,1496,749,261,62,3,2
0.2,15,355000,symbiont,1340602,2.94773e+06,2.9246e+06,3220930,3.80933e+06,NA,27012,1905,411,519137,40320,529,588,645,280,49,3,1
0.2,15,360000,host,0,0,0,NA,NA,NA,NA,NA,NA,700514,66342,2245,1750,754,251,54,6,1
0.2,15,360000,symbiont,1312343,2.983e+06,2.86504e+06,3303814,3.89219e+06,NA,26856,1871,418,509132,38379,535,572,667,289,41,1,0
0.2,15,365000,host,0,0,0,NA,NA,NA,NA,NA,NA,709497,71642,3369,2307,761,292,59,4,0
0.2,15,365000,symbiont,1350616,3.09674e+06,2.8795e+06,3334522,4.02154e+06,NA,27320,1947,411,508339,40962,511,650,715,275,43,1,1
0.2,15,370000,host,0,0,0,NA,NA,NA,NA,NA,NA,705628,70991,4149,1949,786,323,59,6,0
0.2,15,370000,symbiont,1402931,3.19593e+06,2.91571e+06,3383943,4.11978e+06,NA,27597,2017,427,513209,44069,477,616,708,270,44,0,1
0.2,15,375000,host,0,0,0,NA,NA,NA,NA,NA,NA,704946,71929,4351,2644,831,334,47,5,0
0.2,15,375000,symbiont,1450929,3.30014e+06,2.9444e+06,3342452,4.20641e+06,NA,27438,2019,422,518473,44072,626,554,694,254,54,0,0
0.2,15,380000,host,0,0,0,NA,NA,NA,NA,NA,NA,703342,70390,3810,3201,779,293,69,3,1
0.2,15,380000,symbiont,1445341,3.28933e+06,2.99166e+06,3305001,4.16142e+06,NA,27710,2064,434,526564,44833,662,555,727,266,39,0,1
0.2,15,385000,host,0,0,0,NA,NA,NA,NA,NA,NA,696319,71106,5208,2564,809,300,70,4,1
0.2,15,385000,symbiont,1465211,3.37938e+06,3.05142e+06,3301352,4.26547e+06,NA,28399,2029,438,537227,45153,666,566,721,299,51,1,1
0.2,15,390000,host,0,0,0,NA,NA,NA,NA,NA,NA,692516,76843,6434,2040,710,293,61,3,0
0.2,15,390000,symbiont,1481736,3.30121e+06,3.0276e+06,3319873,4.20372e+06,NA,28213,2045,426,534566,43994,670,536,693,283,51,2,0
0.2,15,395000,host,0,0,0,NA,NA,NA,NA,NA,NA,684810,88120,6561,2129,751,334,68,7,0
0.2,15,395000,symbiont,1523415,3.37594e+06,2.94882e+06,3338630,4.26779e+06,NA,27879,1995,436,517842,45810,662,502,676,284,45,0,0
0.2,15,400000,host,0,0,0,NA,NA,NA,NA,NA,NA,678435,98036,8047,2075,762,338,46,5,0
0.2,15,400000,symbiont,1541410,3.33327e+06,2.94862e+06,3316225,4.18614e+06,NA,28134,2070,467,516476,47656,539,522,679,282,51,3,0
0.2,15,405000,host,0,0,0,NA,NA,NA,NA,NA,NA,673681,114573,12878,2249,774,304,60,9,0
0.2,15,405000,symbiont,1530243,3.49904e+06,2.86642e+06,3300082,4.48187e+06,NA,28381,2235,490,501358,47493,449,539,674,281,36,3,0
0.2,15,410000,host,0,0,0,NA,NA,NA,NA,NA,NA,643149,129589,18650,2996,768,327,62,10,1
0.2,15,410000,symbiont,1558907,3.83373e+06,2.8402e+06,3263582,4.90473e+06,NA,28537,2163,458,497836,45645,488,506,686,266,40,3,0
0.2,15,415000,host,0,0,0,NA,NA,NA,NA,NA,NA,636653,141724,22658,4631,726,313,61,7,1
0.2,15,415000,symbiont,1599322,3.96586e+06,2.78252e+06,3286679,5.00088e+06,NA,27257,2242,457,492352,40041,507,499,674,264,33,0,0
0.2,15,420000,host,0,0,0,NA,NA,NA,NA,NA,NA,621578,166854,40558,4153,751,277,58,8,1
0.2,15,420000,symbiont,1583815,3.92015e+06,2.71671e+06,3258805,5.0553e+06,NA,27133,2665,531,475550,40608,526,614,728,285,56,2,0
0.2,15,425000,host,0,0,0,NA,NA,NA,NA,NA,NA,584188,208831,52615,4453,756,311,64,8,1
0.2,15,425000,symbiont,1560008,3.83956e+06,2.67158e+06,3264707,5.15249e+06,NA,28187,2967,621,466897,41699,479,612,726,258,36,3,0
0.2,15,430000,host,0,0,0,NA,NA,NA,NA,NA,NA,543346,264874,78854,4780,697,307,40,11,1
0.2,15,430000,symbiont,1535501,3.51174e+06,2.69747e+06,3308690,5.09935e+06,NA,30583,3483,669,470029,45241,482,612,643,246,38,1,0
0.2,15,435000,host,0,0,0,NA,NA,NA,NA,NA,NA,482190,354027,113858,7454,878,358,41,23,2
0.2,15,435000,symbiont,1553377,4.18411e+06,2.53202e+06,3401525,6.42491e+06,NA,33656,4124,802,439949,41654,469,601,694,233,42,2,0
0.2,15,440000,host,0,0,0,NA,NA,NA,NA,NA,NA,440103,419949,137726,11949,839,361,43,25,2
0.2,15,440000,symbiont,1584332,4.06533e+06,2.18655e+06,3441272,6.78428e+06,NA,33106,4431,912,382477,32977,435,545,575,235,33,0,0
0.2,15,445000,host,0,0,0,NA,NA,NA,NA,NA,NA,416572,461948,145532,13524,856,310,44,32,9
0.2,15,445000,symbiont,1521823,3.73108e+06,1.89856e+06,3463758,6.80338e+06,NA,33781,4853,904,333350,26059,409,435,563,222,31,0,0
0.2,15,450000,host,0,0,0,NA,NA,NA,NA,NA,NA,389778,484381,164469,14884,889,321,27,28,3
0.2,15,450000,symbiont,1549116,3.92201e+06,1.7996e+06,3532780,7.43119e+06,NA,36202,4854,956,310654,29835,392,405,580,180,27,1,0
0.2,15,455000,host,0,0,0,NA,NA,NA,NA,NA,NA,366554,493109,179042,28076,875,292,32,25,6
0.2,15,455000,symbiont,1631551,3.96158e+06,1.58838e+06,3467121,7.0703e+06,NA,33012,5543,1077,274312,26077,369,440,482,172,10,1,0
0.2,15,460000,host,0,0,0,NA,NA,NA,NA,NA,NA,365088,500434,219468,31799,840,281,40,36,5
0.2,15,460000,symbiont,1587555,4.1358e+06,1.4431e+06,3440100,7.71563e+06,NA,35047,6640,1202,251137,20540,323,499,446,162,20,0,0
0.2,15,465000,host,0,0,0,NA,NA,NA,NA,NA,NA,353104,528503,244543,41623,868,259,28,35,4
0.2,15,465000,symbiont,1635043,4.5319e+06,1.22652e+06,3683706,8.95349e+06,NA,38899,7037,1283,208195,21676,300,447,421,142,14,0,0
0.2,15,470000,host,0,0,0,NA,NA,NA,NA,NA,NA,338404,539211,246076,46637,766,256,28,29,3
0.2,15,470000,symbiont,1708963,5.0363e+06,1.0222e+06,3838000,9.78168e+06,NA,36905,6759,1224,172312,19247,290,262,365,130,16,1,0
0.2,15,475000,host,0,0,0,NA,NA,NA,NA,NA,NA,356265,536611,265233,38307,884,254,38,44,4
0.2,15,475000,symbiont,1847837,6.33879e+06,905655,4023041,1.16351e+07,NA,39861,6951,1229,147764,18743,549,241,363,128,12,2,0
0.2,15,480000,host,0,0,0,NA,NA,NA,NA,NA,NA,375793,565952,285292,38721,817,242,40,49,8
0.2,15,480000,symbiont,2038757,7.01346e+06,809780,4330926,1.25184e+07,NA,39931,7101,1313,133299,15113,404,247,369,122,15,0,0
0.2,15,485000,host,0,0,0,NA,NA,NA,NA,NA,NA,372963,577622,306244,49571,806,215,34,41,9
0.2,15,485000,symbiont,2194140,6.56052e+06,745080,4694540,1.26749e+07,NA,43770,7611,1448,118451,16085,397,419,347,126,12,0,0
0.2,15,490000,host,0,0,0,NA,NA,NA,NA,NA,NA,364604,550407,289064,66633,833,247,28,29,4
0.2,15,490000,symbiont,2403427,7.20393e+06,742165,4919780,1.41854e+07,NA,49454,7376,1355,118211,15422,397,311,382,169,10,0,0
0.2,15,495000,host,0,0,0,NA,NA,NA,NA,NA,NA,338644,552854,264565,95165,782,216,31,26,5
0.2,15,495000,symbiont,2393282,6.52855e+06,662820,5251177,1.4108e+07,NA,51716,7144,1197,105504,11972,303,243,470,164,16,2,0
0.2,15,500000,host,0,0,0,NA,NA,NA,NA,NA,NA,332183,565704,253693,147557,710,215,34,33,2
0.2,15,500000,symbiont,2566227,7.37233e+06,614865,5324444,1.60564e+07,NA,57690,7476,1433,98890,11379,283,271,353,150,6,1,0
0.2,15,505000,host,0,0,0,NA,NA,NA,NA,NA,NA,385871,4.20044e+06,5.33613e+06,5.93466e+06,399,129,24,296,1
0.2,15,505000,symbiont,1751693,1.93251e+07,217295,2055985,5.82938e+07,NA,175774,1674,296030,32729,1978,101,85,158,270,5,8,0
0.2,15,510000,host,0,0,0,NA,NA,NA,NA,NA,NA,243,98093,154361,148298,0,0,0,7,0
0.2,15,510000,symbiont,47619,21140.8,0,71352,67817.4,NA,240,0,11880,0,0,0,0,0,0,0,0,0
0.2,15,515000,host,0,0,0,NA,NA,NA,NA,NA,NA,211,98852,150880,151399,0,0,0,4,0
0.2,15,515000,symbiont,47349,14521.9,0,70841,49754.9,NA,166,0,11892,0,0,0,0,0,0,0,0,0
0.2,15,520000,host,0,0,0,NA,NA,NA,NA,NA,NA,223,97700,151739,150784,0,0,0,2,0
0.2,15,520000,symbiont,47542,16901.6,0,71171,56476.9,NA,194,0,11902,0,0,0,0,0,0,0,0,0
0.2,16,0,host,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
0.2,16,0,symbiont,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2,16,5000,host,0,0,0,NA,NA,NA,NA,NA,NA,1.32119e+06,139,439,253,386,25,8,0,0
0.2,16,5000,symbiont,18997,58194.3,3.50824e+06,55498,361541,0,32424,3603,60,691962,405,265,253,272,21,14,0,0
0.2,16,10000,host,0,0,0,NA,NA,NA,NA,NA,NA,1.08519e+06,115,320,224,301,56,30,0,0
0.2,16,10000,symbiont,30513,64039.1,3.118e+06,112286,335079,0,30844,2827,1096,614075,598,241,193,241,38,31,0,0
0.2,16,15000,host,0,0,0,NA,NA,NA,NA,NA,NA,833407,192,201,153,195,44,23,0,0
0.2,16,15000,symbiont,45470,80311.9,2.56208e+06,165453,346423,0,24408,3464,653,505549,570,154,151,159,40,21,0,0
0.2,16,20000,host,0,0,0,NA,NA,NA,NA,NA,NA,751816,289,175,144,189,55,22,0,0
0.2,16,20000,symbiont,61888,104891,2.58936e+06,220323,345240,0,24286,2254,694,511620,540,133,121,147,47,18,0,0
0.2,16,25000,host,0,0,0,NA,NA,NA,NA,NA,NA,673661,403,118,103,135,45,23,0,0
0.2,16,25000,symbiont,74800,115561,2.40077e+06,286449,380259,0,22436,2529,506,474120,1090,106,102,116,37,26,0,0
0.2,16,30000,host,0,0,0,NA,NA,NA,NA,NA,NA,635177,393,100,73,122,48,15,0,0
0.2,16,30000,symbiont,83562,147417,2.46212e+06,349009,416665,0,22866,1930,527,486105,1246,97,107,137,38,20,0,0
0.2,16,35000,host,0,0,0,NA,NA,NA,NA,NA,NA,592826,423,94,85,119,35,19,0,0
0.2,16,35000,symbiont,95772,188526,2.3779e+06,406653,467957,0,22079,2058,402,469228,1791,96,106,107,33,22,0,0
0.2,16,40000,host,0,0,0,NA,NA,NA,NA,NA,NA,575105,532,86,92,98,37,18,0,0
0.2,16,40000,symbiont,112720,194047,2.35152e+06,473836,498129,0,21792,1753,462,463516,2419,92,110,116,34,11,0,0
0.2,16,45000,host,0,0,0,NA,NA,NA,NA,NA,NA,566466,296,103,92,99,32,14,0,0
0.2,16,45000,symbiont,121604,223833,2.3114e+06,530431,541307,0,21474,1890,373,454624,2896,98,103,118,29,25,0,0
0.2,16,50000,host,0,0,0,NA,NA,NA,NA,NA,NA,557486,996,85,73,109,24,7,0,0
0.2,16,50000,symbiont,127848,253124,2.3369e+06,616768,617760,0,21786,1677,386,460221,2840,108,110,110,27,12,0,0
0.2,16,55000,host,0,0,0,NA,NA,NA,NA,NA,NA,550895,2275,92,90,119,33,5,0,0
0.2,16,55000,symbiont,132572,281642,2.35568e+06,685267,639295,0,21774,1720,343,464287,1721,82,119,155,35,15,0,0
0.2,16,60000,host,0,0,0,NA,NA,NA,NA,NA,NA,548376,3304,94,104,132,28,7,0,0
0.2,16,60000,symbiont,148726,352937,2.35758e+06,757175,716170,0,21637,1657,370,464328,2341,82,114,144,33,14,0,0
0.2,16,65000,host,0,0,0,NA,NA,NA,NA,NA,NA,552415,4245,92,122,131,42,8,0,0
0.2,16,65000,symbiont,161673,370602,2.41099e+06,807418,743786,0,22029,1652,321,472957,3945,108,134,150,32,14,0,0
0.2,16,70000,host,0,0,0,NA,NA,NA,NA,NA,NA,549790,4247,75,114,121,26,6,0,0
0.2,16,70000,symbiont,177586,365571,2.44315e+06,871698,739274,0,22218,1682,391,477571,5139,107,163,168,45,11,0,0
0.2,16,75000,host,0,0,0,NA,NA,NA,NA,NA,NA,553126,4606,75,250,131,41,10,0,0
0.2,16,75000,symbiont,190175,424710,2.39455e+06,917780,818300,0,21906,1647,362,466564,6098,113,158,192,39,12,0,0
0.2,16,80000,host,0,0,0,NA,NA,NA,NA,NA,NA,560222,5408,93,295,121,47,10,0,0
0.2,16,80000,symbiont,201734,450195,2.35482e+06,988181,890230,0,21810,1617,335,457515,7208,119,139,188,49,12,0,0
0.2,16,85000,host,0,0,0,NA,NA,NA,NA,NA,NA,567607,5762,89,310,149,41,12,1,0
0.2,16,85000,symbiont,225917,488144,2.41182e+06,1037887,949600,0,22175,1625,293,468723,7594,126,150,188,38,7,0,0
0.2,16,90000,host,0,0,0,NA,NA,NA,NA,NA,NA,570540,5727,90,313,159,51,12,0,0
0.2,16,90000,symbiont,249264,584878,2.48498e+06,1087549,1.04385e+06,0,22489,1654,347,482057,7708,116,190,216,55,14,0,0
0.2,16,95000,host,0,0,0,NA,NA,NA,NA,NA,NA,564050,7183,101,297,164,40,22,0,0
0.2,16,95000,symbiont,270217,619779,2.51502e+06,1174374,1.08905e+06,0,22577,1638,315,487630,7701,140,197,226,55,15,0,0
0.2,16,100000,host,0,0,0,NA,NA,NA,NA,NA,NA,559717,7902,105,326,184,60,6,0,0
0.2,16,100000,symbiont,297556,705987,2.5656e+06,1266645,1.16147e+06,NA,22823,1551,337,497670,7401,146,242,210,73,13,0,0
0.2,16,105000,host,0,0,0,NA,NA,NA,NA,NA,NA,553497,9246,116,347,192,39,15,0,0
0.2,16,105000,symbiont,331353,797680,2.52186e+06,1355473,1.26734e+06,NA,22523,1621,330,488556,7768,143,189,245,54,19,0,0
0.2,16,110000,host,0,0,0,NA,NA,NA,NA,NA,NA,557118,9438,124,371,168,58,21,0,0
0.2,16,110000,symbiont,339045,811089,2.55216e+06,1381341,1.27299e+06,NA,22698,1542,351,493369,8679,172,202,234,73,15,0,0
0.2,16,115000,host,0,0,0,NA,NA,NA,NA,NA,NA,569843,10063,140,168,230,57,18,0,0
0.2,16,115000,symbiont,353409,965801,2.60275e+06,1453589,1.42128e+06,NA,23088,1595,318,503088,8054,170,250,246,88,22,0,0
0.2,16,120000,host,0,0,0,NA,NA,NA,NA,NA,NA,571424,11234,171,195,241,78,25,0,0
0.2,16,120000,symbiont,370307,983009,2.665e+06,1494847,1.42823e+06,NA,23487,1640,361,514051,8846,154,319,268,83,22,0,0
0.2,16,125000,host,0,0,0,NA,NA,NA,NA,NA,NA,578823,9866,166,194,244,80,20,0,0
0.2,16,125000,symbiont,387953,983131,2.70202e+06,1547691,1.39341e+06,NA,23561,1674,359,517526,11966,201,305,307,82,20,0,0
0.2,16,130000,host,0,0,0,NA,NA,NA,NA,NA,NA,585465,9386,170,204,290,72,22,0,1
0.2,16,130000,symbiont,406094,1.07871e+06,2.72584e+06,1623327,1.57732e+06,NA,24414,1690,346,519552,14207,217,281,322,104,19,0,0
0.2,16,135000,host,0,0,0,NA,NA,NA,NA,NA,NA,587115,10497,197,230,269,90,23,0,0
0.2,16,135000,symbiont,415248,1.09643e+06,2.73394e+06,1692968,1.62582e+06,NA,24923,1623,352,521113,14548,234,321,289,75,27,0,0
0.2,16,140000,host,0,0,0,NA,NA,NA,NA,NA,NA,597193,12081,202,237,322,94,24,2,0
0.2,16,140000,symbiont,447359,1.14844e+06,2.71576e+06,1722679,1.64874e+06,NA,24618,1693,330,517543,14250,212,280,304,102,28,1,0
0.2,16,145000,host,0,0,0,NA,NA,NA,NA,NA,NA,603566,14691,225,251,340,100,24,0,0
0.2,16,145000,symbiont,481376,1.24613e+06,2.7608e+06,1781488,1.73716e+06,NA,24806,1619,363,524893,15627,229,250,343,101,21,1,0
0.2,16,150000,host,0,0,0,NA,NA,NA,NA,NA,NA,621535,14132,200,242,1033,109,28,0,0
0.2,16,150000,symbiont,509939,1.28734e+06,2.85698e+06,1827953,1.81979e+06,NA,26102,1693,373,543372,15361,220,299,350,122,30,0,0
0.2,16,155000,host,0,0,0,NA,NA,NA,NA,NA,NA,640417,14733,249,275,1215,116,22,1,0
0.2,16,155000,symbiont,537746,1.34054e+06,2.87846e+06,1900378,1.95782e+06,NA,26921,1843,387,543335,16758,257,573,360,136,31,1,0
0.2,16,160000,host,0,0,0,NA,NA,NA,NA,NA,NA,633993,14967,252,291,1232,133,25,0,0
0.2,16,160000,symbiont,590007,1.54736e+06,2.94891e+06,1994658,2.17023e+06,NA,27139,1752,392,554043,18955,261,597,408,124,44,0,0
0.2,16,165000,host,0,0,0,NA,NA,NA,NA,NA,NA,629572,17783,250,297,1419,124,39,1,0
0.2,16,165000,symbiont,625589,1.6418e+06,3.00636e+06,2080815,2.24951e+06,NA,27236,1762,336,565807,18896,275,572,394,144,37,0,0
0.2,16,170000,host,0,0,0,NA,NA,NA,NA,NA,NA,624253,17822,271,296,1666,129,31,1,0
0.2,16,170000,symbiont,657168,1.65059e+06,3.02008e+06,2109572,2.22055e+06,NA,26879,1715,385,568575,19657,263,444,429,136,34,0,0
0.2,16,175000,host,0,0,0,NA,NA,NA,NA,NA,NA,632440,18231,289,319,1897,132,35,0,0
0.2,16,175000,symbiont,661437,1.70776e+06,2.98617e+06,2161262,2.30889e+06,NA,26755,1805,380,560459,21175,309,351,411,150,41,1,0
0.2,16,180000,host,0,0,0,NA,NA,NA,NA,NA,NA,638207,17295,296,354,1696,180,48,1,0
0.2,16,180000,symbiont,689794,1.74933e+06,2.99354e+06,2242478,2.38823e+06,NA,26966,1770,385,560350,21709,335,344,463,166,35,1,0
0.2,16,185000,host,0,0,0,NA,NA,NA,NA,NA,NA,648381,17289,316,329,1553,170,42,1,0
0.2,16,185000,symbiont,742342,1.74887e+06,2.9925e+06,2297648,2.40917e+06,NA,26680,1808,387,558681,22948,311,356,457,182,41,0,0
0.2,16,190000,host,0,0,0,NA,NA,NA,NA,NA,NA,654370,17214,244,936,2299,150,38,1,0
0.2,16,190000,symbiont,791022,1.81004e+06,2.9419e+06,2350587,2.51347e+06,NA,26797,1860,392,546801,23740,354,388,475,173,48,0,0
0.2,16,195000,host,0,0,0,NA,NA,NA,NA,NA,NA,664361,18316,283,1179,2537,177,46,0,0
0.2,16,195000,symbiont,824042,1.81946e+06,2.94643e+06,2443629,2.55524e+06,NA,27424,1895,401,546820,24474,352,411,479,186,37,2,0
0.2,16,200000,host,0,0,0,NA,NA,NA,NA,NA,NA,659865,20098,325,1263,2457,160,50,1,0
0.2,16,200000,symbiont,860355,1.7996e+06,2.90219e+06,2479839,2.5193e+06,NA,27414,1854,357,535233,26141,326,415,536,197,40,0,2
0.2,16,205000,host,0,0,0,NA,NA,NA,NA,NA,NA,667483,21509,295,1349,2227,180,45,1,0
0.2,16,205000,symbiont,877176,1.89298e+06,2.90416e+06,2490122,2.64504e+06,NA,27715,1945,393,536578,27015,355,394,458,163,40,1,0
0.2,16,210000,host,0,0,0,NA,NA,NA,NA,NA,NA,666635,20911,335,1164,2138,1358,53,1,0
0.2,16,210000,symbiont,874785,2.00908e+06,2.95676e+06,2498968,2.78583e+06,NA,28154,1907,394,544632,27640,367,432,527,192,34,3,0
0.2,16,215000,host,0,0,0,NA,NA,NA,NA,NA,NA,651890,25657,359,1095,1184,2428,47,2,0
0.2,16,215000,symbiont,882006,2.21585e+06,3.03518e+06,2548694,2.91787e+06,NA,28475,1909,385,557544,30100,381,471,514,200,35,1,0
0.2,16,220000,host,0,0,0,NA,NA,NA,NA,NA,NA,654162,28132,350,587,1042,3964,50,2,0
0.2,16,220000,symbiont,932122,2.18457e+06,3.04196e+06,2588773,2.91454e+06,NA,29243,1944,400,555558,32130,427,497,543,203,42,1,0
0.2,16,225000,host,0,0,0,NA,NA,NA,NA,NA,NA,658475,30929,380,581,895,4285,47,0,0
0.2,16,225000,symbiont,983789,2.14828e+06,2.9915e+06,2688720,2.86641e+06,NA,28548,1928,430,543248,33605,384,559,548,227,44,3,0
0.2,16,230000,host,0,0,0,NA,NA,NA,NA,NA,NA,647749,39332,401,706,1000,5137,52,0,0
0.2,16,230000,symbiont,992194,2.16258e+06,3.05588e+06,2692597,2.87672e+06,NA,29234,2073,436,559538,31286,379,531,549,192,35,1,1
0.2,16,235000,host,0,0,0,NA,NA,NA,NA,NA,NA,642728,43093,400,683,892,5117,57,1,0
