vert,rep,update,partner,donate_calls,donated,earned,task_NOT,task_NAND,task_AND,task_ORN,task_OR,task_ANDN,task_NOR,task_XOR,task_EQU
0.0,17,80000,symbiont,29891245,1.79735e+06,1.16037e+07,149469,35910,443,258593,3753,380,249,38,2
0.0,17,85000,host,0,0,0,153776,3731,140,196,176,138,84,2,0
0.0,17,85000,symbiont,31585234,2.07607e+06,1.16651e+07,139047,34175,439,255923,6728,345,222,25,7
0.0,17,90000,host,0,0,0,155385,4052,145,199,215,146,76,1,0
0.0,17,90000,symbiont,33232290,2.23963e+06,1.165e+07,135710,32629,392,259653,5038,346,213,25,8
0.0,17,95000,host,0,0,0,150403,5122,153,244,256,144,96,1,0
0.0,17,95000,symbiont,34290993,2.48594e+06,1.16614e+07,130456,32328,438,263314,3685,362,206,25,5
0.0,17,100000,host,0,0,0,130726,4321,140,223,216,130,71,1,0
0.0,17,100000,symbiont,35970328,1.94464e+06,1.17745e+07,118122,27915,370,270229,2788,320,185,22,21
0.0,17,105000,host,0,0,0,128312,2603,106,204,243,135,59,3,0
0.0,17,105000,symbiont,36731848,2.33401e+06,1.17957e+07,119784,31255,402,270486,2548,319,212,23,14
0.0,17,110000,host,0,0,0,131179,3184,156,211,213,150,80,1,0
0.0,17,110000,symbiont,38124123,2.64387e+06,1.17742e+07,120111,31889,379,269058,2915,361,219,32,8
0.0,17,115000,host,0,0,0,141755,3531,160,242,226,162,74,3,0
0.0,17,115000,symbiont,39139815,2.56581e+06,1.17172e+07,121250,31621,447,266570,3299,402,219,27,15
0.0,17,120000,host,0,0,0,139325,1827,152,224,256,158,78,0,0
0.0,17,120000,symbiont,40258032,2.43062e+06,1.17365e+07,113646,30706,422,268645,3099,379,228,30,11
0.0,17,125000,host,0,0,0,130858,2300,156,218,223,151,68,0,0
0.0,17,125000,symbiont,41521650,2.63977e+06,1.17815e+07,105693,30105,449,273129,2056,378,190,27,15
0.0,17,130000,host,0,0,0,118736,2922,130,200,206,125,61,0,0
0.0,17,130000,symbiont,43004800,2.09341e+06,1.18448e+07,98569,28563,439,276978,1530,311,180,22,16
0.0,17,135000,host,0,0,0,101328,2810,123,230,186,116,52,1,0
0.0,17,135000,symbiont,44441279,1.76678e+06,1.19356e+07,88112,27526,373,281181,1296,312,173,24,11
0.0,17,140000,host,0,0,0,97370,2825,140,189,213,139,59,0,0
0.0,17,140000,symbiont,45606609,1.46244e+06,1.19513e+07,85279,27386,318,282130,1283,287,153,26,11
0.0,17,145000,host,0,0,0,92669,2517,131,185,196,133,60,0,0
0.0,17,145000,symbiont,46306242,893999,1.19776e+07,79223,24214,307,284116,1251,258,152,23,9
0.0,17,150000,host,0,0,0,79450,2381,100,179,164,106,48,0,0
0.0,17,150000,symbiont,46828892,375041,1.20534e+07,69083,18754,279,288251,1181,250,164,22,8
0.0,17,155000,host,0,0,0,90301,1790,125,174,182,120,68,0,1
0.0,17,155000,symbiont,47537929,459850,1.19949e+07,76762,21413,301,285293,1230,277,161,20,7
0.0,17,160000,host,0,0,0,89981,2122,136,196,175,129,52,0,0
0.0,17,160000,symbiont,48038516,1.83892e+06,1.1996e+07,75181,20841,313,285560,1233,254,153,18,14
0.0,17,165000,host,0,0,0,97889,2158,141,221,175,104,83,0,0
0.0,17,165000,symbiont,48475128,861448,1.19521e+07,80676,23142,339,283067,1281,312,174,21,14
0.0,17,170000,host,0,0,0,114217,2073,144,215,232,124,73,0,0
0.0,17,170000,symbiont,48871713,1.30093e+06,1.18664e+07,96212,27625,392,277888,1364,326,216,30,18
0.0,17,175000,host,0,0,0,104106,1638,173,227,222,129,66,0,0
0.0,17,175000,symbiont,49474087,863420,1.19188e+07,88587,26190,357,280783,1304,339,155,14,11
0.0,17,180000,host,0,0,0,95772,2437,158,211,182,148,60,2,0
0.0,17,180000,symbiont,49961175,2.24217e+06,1.19604e+07,78356,24193,341,283627,1264,284,151,29,12
0.0,17,185000,host,0,0,0,92092,2209,135,210,182,132,63,1,0
0.0,17,185000,symbiont,49680329,1.29078e+06,1.19823e+07,76887,21646,313,284802,1197,282,174,14,17
0.0,17,190000,host,0,0,0,69935,2104,110,146,157,116,56,0,0
0.0,17,190000,symbiont,49233766,1.32421e+06,1.21006e+07,65316,17131,253,290225,1185,242,141,16,8
0.0,17,195000,host,0,0,0,57331,1792,101,160,162,99,43,0,0
0.0,17,195000,symbiont,49499395,2.31969e+06,1.21688e+07,69260,16436,268,291222,1422,246,133,14,9
0.0,17,200000,host,0,0,0,43313,1095,94,113,125,73,36,1,0
0.0,17,200000,symbiont,48976908,2.52001e+06,1.22504e+07,71283,17705,243,293512,1110,258,143,12,2
0.0,18,0,host,0,0,0,0,0,0,0,0,0,0,0,0
0.0,18,0,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
0.0,18,5000,host,0,0,0,2.44696e+06,1659,673,662,737,199,143,0,0
0.0,18,5000,symbiont,37540,3450,182590,14628,448,441,417,443,137,169,0,0
0.0,18,10000,host,0,0,0,2.26746e+06,2405,528,647,560,241,149,0,0
0.0,18,10000,symbiont,921643,196413,1.04548e+06,181348,3346,504,511,445,207,186,0,0
0.0,18,15000,host,0,0,0,1.88436e+06,3128,357,637,467,246,167,0,0
0.0,18,15000,symbiont,4293780,722080,2.95017e+06,536944,12190,772,911,876,355,244,0,1
0.0,18,20000,host,0,0,0,1.64328e+06,6386,366,631,535,227,176,0,0
0.0,18,20000,symbiont,7198072,1.12065e+06,4.13652e+06,747577,19617,934,1402,1316,531,376,1,0
0.0,18,25000,host,0,0,0,1.49997e+06,8457,458,1066,675,336,258,0,0
0.0,18,25000,symbiont,8836652,1.32658e+06,4.5308e+06,793704,22650,1129,3326,1658,731,493,6,0
0.0,18,30000,host,0,0,0,1.33161e+06,10402,536,1186,783,365,311,4,0
0.0,18,30000,symbiont,10075819,1.39549e+06,4.52752e+06,790999,24120,1117,2795,1742,861,534,9,1
0.0,18,35000,host,0,0,0,1.24129e+06,12168,584,1014,850,460,314,2,3
0.0,18,35000,symbiont,10886771,1.44781e+06,4.63722e+06,794637,32856,1334,3140,1863,915,603,11,1
0.0,18,40000,host,0,0,0,1.20232e+06,13014,646,1206,892,498,358,0,2
0.0,18,40000,symbiont,11694230,1.6091e+06,4.75048e+06,802071,40657,1563,3064,2175,1050,570,14,1
0.0,18,45000,host,0,0,0,1.12831e+06,12448,689,1284,979,532,372,3,0
0.0,18,45000,symbiont,12852261,1.67968e+06,4.87988e+06,811954,49567,1961,3324,2181,1092,606,11,1
0.0,18,50000,host,0,0,0,1.09263e+06,17808,777,1381,1194,595,413,0,0
0.0,18,50000,symbiont,13464022,1.72401e+06,4.78414e+06,770824,60981,2462,3682,2297,1155,618,19,4
0.0,18,55000,host,0,0,0,1.05403e+06,21989,870,1447,1951,651,408,10,0
0.0,18,55000,symbiont,14265954,1.76262e+06,4.73246e+06,745988,56961,2517,4586,2595,1305,732,26,1
0.0,18,60000,host,0,0,0,1.0087e+06,28163,935,1484,2223,725,455,8,0
0.0,18,60000,symbiont,15499183,1.86703e+06,4.94956e+06,765254,61858,2537,5191,3328,1413,759,26,0
0.0,18,65000,host,0,0,0,981447,32004,1076,1669,3005,816,498,11,0
0.0,18,65000,symbiont,16403958,1.80361e+06,4.87659e+06,760174,61360,2168,4043,3391,1441,806,29,1
0.0,18,70000,host,0,0,0,935267,30894,1211,1650,2655,928,495,11,1
0.0,18,70000,symbiont,17589148,1.9006e+06,5.01603e+06,775814,66672,2164,3882,3576,1596,895,26,2
0.0,18,75000,host,0,0,0,935296,30868,1271,1785,1915,1042,511,17,0
0.0,18,75000,symbiont,18804732,1.93635e+06,4.97594e+06,761110,67093,2550,3409,3816,1611,975,38,1
0.0,18,80000,host,0,0,0,936066,30678,1408,1879,1892,1045,605,13,1
0.0,18,80000,symbiont,19462977,1.99695e+06,5.04372e+06,766511,65458,2886,4019,3927,1673,957,35,3
0.0,18,85000,host,0,0,0,903156,30538,1385,2659,1976,1094,603,15,1
0.0,18,85000,symbiont,19680942,2.0007e+06,5.10902e+06,781507,61632,2252,3575,4531,1770,939,35,1
0.0,18,90000,host,0,0,0,903011,32399,1616,4015,2038,1177,684,9,2
0.0,18,90000,symbiont,20265627,2.03408e+06,5.1765e+06,778140,65055,2560,4179,4764,1807,962,63,4
0.0,18,95000,host,0,0,0,906132,30391,1804,4487,2153,1187,601,8,2
0.0,18,95000,symbiont,21314375,2.07497e+06,5.18574e+06,761439,71893,2650,5439,4614,1892,1032,58,2
0.0,18,100000,host,0,0,0,882697,40141,1855,4388,2348,1332,671,9,1
0.0,18,100000,symbiont,21954081,2.09716e+06,5.09984e+06,738360,68927,2565,6246,4702,1981,1058,38,3
0.0,18,105000,host,0,0,0,878249,44272,1999,4596,2568,1482,698,13,2
0.0,18,105000,symbiont,22554514,2.16904e+06,5.08167e+06,725219,65731,2705,7822,4741,2040,986,31,2
0.0,18,110000,host,0,0,0,871142,51141,2118,4883,3083,1498,711,13,5
0.0,18,110000,symbiont,23879355,2.21188e+06,5.69185e+06,747916,63246,2918,19137,5119,2210,991,50,3
0.0,18,115000,host,0,0,0,877071,61032,4398,4802,2701,1544,740,19,4
0.0,18,115000,symbiont,26138873,2.44096e+06,6.44e+06,723394,69671,4628,35905,5698,2433,1207,53,4
0.0,18,120000,host,0,0,0,869412,67223,2296,5188,3179,1562,707,33,3
0.0,18,120000,symbiont,27847717,2.66821e+06,7.4095e+06,684919,81837,4399,63156,5812,2601,1143,90,10
0.0,18,125000,host,0,0,0,855122,68782,3002,3740,3609,1688,739,15,2
0.0,18,125000,symbiont,33795891,2.91024e+06,1.16234e+07,655521,101649,4484,165164,8011,2768,1106,61,8
0.0,18,130000,host,0,0,0,818283,72293,3275,4872,4186,1849,732,29,3
0.0,18,130000,symbiont,40036477,4.62429e+06,2.14585e+07,628674,167034,11201,362387,26065,3072,1083,135,33
0.0,18,135000,host,0,0,0,492610,42818,1782,3668,2360,1145,419,13,0
0.0,18,135000,symbiont,40641400,4.42241e+06,2.29017e+07,373073,135739,4379,440789,28621,2070,670,83,19
0.0,18,140000,host,0,0,0,158675,11323,474,1705,602,395,136,5,1
0.0,18,140000,symbiont,40407399,2.08586e+06,1.14656e+07,117163,51455,10217,219651,17562,642,216,38,2
0.0,18,145000,host,0,0,0,124814,8046,358,892,498,324,102,5,1
0.0,18,145000,symbiont,40738423,1.76644e+06,1.17071e+07,97495,51388,15358,229201,14718,567,161,53,5
0.0,18,150000,host,0,0,0,108480,7972,300,491,495,279,100,4,1
0.0,18,150000,symbiont,40719824,1.56797e+06,1.18101e+07,90609,53070,22624,218796,18167,511,161,52,4
0.0,18,155000,host,0,0,0,118312,8012,356,1017,497,324,90,8,0
0.0,18,155000,symbiont,40629439,1.7078e+06,1.17361e+07,96439,61045,22884,221994,14281,565,148,65,7
0.0,18,160000,host,0,0,0,119813,9557,543,1216,488,345,121,4,0
0.0,18,160000,symbiont,39912196,1.80216e+06,1.17012e+07,93237,69375,22062,229079,10300,594,139,54,5
0.0,18,165000,host,0,0,0,127706,10532,600,1737,598,334,146,7,1
0.0,18,165000,symbiont,39026124,2.08446e+06,1.16198e+07,98681,81723,16505,237324,6796,587,152,71,5
0.0,18,170000,host,0,0,0,128488,10084,585,1223,491,353,123,11,0
0.0,18,170000,symbiont,38163717,2.11416e+06,1.1649e+07,95773,87140,17677,236682,6710,618,156,62,4
0.0,18,175000,host,0,0,0,106089,7531,527,393,447,296,106,10,0
0.0,18,175000,symbiont,37892090,1.58536e+06,1.18216e+07,82093,76945,21660,251135,1257,513,122,98,2
0.0,18,180000,host,0,0,0,101663,7012,401,427,453,300,93,12,0
0.0,18,180000,symbiont,37646860,1.59578e+06,1.18511e+07,76520,74011,21603,241815,7004,500,115,65,3
0.0,18,185000,host,0,0,0,89946,5941,254,400,367,230,99,2,0
0.0,18,185000,symbiont,37247619,2.09932e+06,1.19326e+07,67773,71430,21263,246716,6536,431,111,71,5
0.0,18,190000,host,0,0,0,98687,5311,317,477,441,263,116,4,1
0.0,18,190000,symbiont,36654347,2.11679e+06,1.18753e+07,69680,78169,32960,243282,1018,487,117,70,3
0.0,18,195000,host,0,0,0,99608,4374,298,460,426,284,105,4,0
0.0,18,195000,symbiont,35770809,2.08672e+06,1.18785e+07,72318,85911,35021,239587,1218,475,115,81,5
0.0,18,200000,host,0,0,0,100125,4314,285,403,440,307,99,3,0
0.0,18,200000,symbiont,35824649,1.84016e+06,1.18777e+07,69699,90490,32971,241137,1264,527,115,100,3
0.0,19,0,host,0,0,0,0,0,0,0,0,0,0,0,0
0.0,19,0,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
0.0,19,5000,host,0,0,0,2.45164e+06,1247,715,689,751,181,139,0,0
0.0,19,5000,symbiont,17929,6060,175935,12512,440,496,461,478,152,143,0,0
0.0,19,10000,host,0,0,0,2.28713e+06,1492,535,639,559,262,179,0,0
0.0,19,10000,symbiont,765388,179019,955595,165017,2796,387,442,458,221,185,0,0
0.0,19,15000,host,0,0,0,1.85756e+06,2335,397,600,476,234,156,2,0
0.0,19,15000,symbiont,4037551,749298,3.09448e+06,561918,10789,629,2138,718,312,244,0,0
0.0,19,20000,host,0,0,0,1.57932e+06,5233,386,1250,473,235,185,2,0
0.0,19,20000,symbiont,7282097,1.20077e+06,4.44265e+06,805501,19227,876,2421,1186,479,345,0,0
0.0,19,25000,host,0,0,0,1.45952e+06,7180,469,1577,697,329,240,0,0
0.0,19,25000,symbiont,8764689,1.38512e+06,4.69016e+06,833728,20624,1114,3075,1507,752,433,5,1
0.0,19,30000,host,0,0,0,1.31781e+06,5863,499,1594,675,326,269,0,0
0.0,19,30000,symbiont,9662660,1.53813e+06,4.7755e+06,841263,22940,1362,2822,1671,872,517,6,0
0.0,19,35000,host,0,0,0,1.21233e+06,6407,545,1305,804,383,314,3,0
0.0,19,35000,symbiont,10254527,1.56856e+06,4.81486e+06,840062,23687,1324,3243,1845,927,558,9,3
0.0,19,40000,host,0,0,0,1.13934e+06,8667,644,998,913,474,351,1,1
0.0,19,40000,symbiont,11363281,1.61057e+06,4.99409e+06,861311,27859,1540,2796,2185,1104,681,15,1
0.0,19,45000,host,0,0,0,1.10964e+06,8659,730,1100,981,530,350,1,1
0.0,19,45000,symbiont,12272309,1.65446e+06,5.09786e+06,858312,30948,1592,4991,2149,1182,750,9,1
0.0,19,50000,host,0,0,0,1.05604e+06,9966,746,1420,1034,573,413,0,2
0.0,19,50000,symbiont,12665977,1.84558e+06,5.24754e+06,842234,34019,1657,9740,2354,1314,719,10,1
0.0,19,55000,host,0,0,0,1.02409e+06,13474,745,1640,1143,594,415,1,1
0.0,19,55000,symbiont,13787175,1.85565e+06,5.11086e+06,829795,41392,1891,6286,2417,1345,773,14,3
0.0,19,60000,host,0,0,0,986585,20820,937,1877,1364,624,480,3,0
0.0,19,60000,symbiont,15451899,1.81894e+06,5.05765e+06,808345,44217,2467,5630,2671,1482,839,22,3
0.0,19,65000,host,0,0,0,980334,31180,1068,2095,1528,813,486,8,1
0.0,19,65000,symbiont,16931964,1.76017e+06,5.08166e+06,814035,44690,2328,4411,2921,1634,934,23,3
0.0,19,70000,host,0,0,0,976142,34400,1807,1769,1584,882,533,9,3
0.0,19,70000,symbiont,17505191,1.77645e+06,4.93061e+06,797926,37444,2153,3807,2854,1702,911,24,4
0.0,19,75000,host,0,0,0,960734,43095,1365,3779,1995,923,614,12,2
0.0,19,75000,symbiont,18598181,1.90956e+06,4.96344e+06,787818,35565,2739,5002,3048,1725,949,18,1
0.0,19,80000,host,0,0,0,948821,50673,1430,5626,2039,1166,669,11,5
0.0,19,80000,symbiont,19271339,1.85222e+06,5.00132e+06,774878,42706,3084,5433,3277,1884,970,27,1
0.0,19,85000,host,0,0,0,960729,51816,1719,16054,2204,1195,726,17,9
0.0,19,85000,symbiont,20413746,1.85685e+06,4.9291e+06,754490,53906,3206,3926,3378,1983,1046,33,1
0.0,19,90000,host,0,0,0,889487,81318,62738,31558,2657,1377,707,39,6
0.0,19,90000,symbiont,22606209,2.55234e+06,1.03594e+07,781826,69301,121122,15535,3665,1965,1126,39,2
0.0,19,95000,host,0,0,0,184553,103704,240259,59383,1480,522,168,68,3
0.0,19,95000,symbiont,27333438,2.16661e+06,1.26245e+07,234882,64510,230582,42832,1212,702,360,32,4
0.0,19,100000,host,0,0,0,53878,71407,191090,36198,750,277,60,47,7
0.0,19,100000,symbiont,28673627,235074,2.73996e+06,61578,26094,54604,1783,303,199,104,22,3
0.0,19,105000,host,0,0,0,47440,72644,173071,51588,610,277,50,61,4
0.0,19,105000,symbiont,33826158,204335,2.8794e+06,54686,25585,56975,3635,314,354,69,22,4
0.0,19,110000,host,0,0,0,38588,68598,140705,70058,519,253,50,58,6
0.0,19,110000,symbiont,34497222,383522,3.50864e+06,43128,24877,71077,7247,241,215,78,32,4
0.0,19,115000,host,0,0,0,49826,76608,159666,77377,585,304,82,47,3
0.0,19,115000,symbiont,30611898,318677,2.35224e+06,38905,25958,46558,2884,380,199,69,23,2
0.0,19,120000,host,0,0,0,36191,69278,236648,38781,498,235,54,55,1
0.0,19,120000,symbiont,23040701,257038,948380,21676,16945,17112,968,267,127,44,12,6
0.0,19,125000,host,0,0,0,37807,74251,229051,39242,475,243,48,55,2
0.0,19,125000,symbiont,16420004,260091,1.19581e+06,24150,8620,20194,2468,202,1464,35,13,4
0.0,19,130000,host,0,0,0,30985,63231,195282,11348,434,242,51,40,4
0.0,19,130000,symbiont,20063086,327823,3.7629e+06,34596,16845,46499,1084,333,19637,82,14,1
0.0,19,135000,host,0,0,0,29652,63100,198916,11809,413,238,36,53,4
0.0,19,135000,symbiont,23893055,463482,3.60604e+06,36716,23119,45360,10423,373,13053,52,17,8
0.0,19,140000,host,0,0,0,39416,64583,219954,2313,449,284,67,38,2
0.0,19,140000,symbiont,28358344,310004,3.08532e+06,30213,24735,36191,29040,386,2079,58,13,4
0.0,19,145000,host,0,0,0,44198,66987,220211,1497,509,304,67,44,7
0.0,19,145000,symbiont,28657959,408016,3.05768e+06,30780,25766,20027,40994,415,3753,50,22,7
0.0,19,150000,host,0,0,0,42214,62464,207915,3074,472,343,66,45,4
0.0,19,150000,symbiont,35970698,598741,3.51048e+06,35298,29620,21152,57263,432,237,51,22,10
0.0,19,155000,host,0,0,0,28095,49125,200263,16113,356,240,35,42,4
0.0,19,155000,symbiont,33232404,1.13497e+06,3.45745e+06,30705,19910,6029,73402,289,169,51,13,11
0.0,19,160000,host,0,0,0,24893,39488,181420,24669,277,207,36,30,3
0.0,19,160000,symbiont,34273840,641090,3.9298e+06,28481,12651,10611,82564,308,160,42,7,4
0.0,19,165000,host,0,0,0,23318,36653,177853,32567,278,162,28,36,8
0.0,19,165000,symbiont,35530557,392838,3.78317e+06,29755,11209,8082,80119,877,181,54,14,8
0.0,19,170000,host,0,0,0,23175,39237,195103,20543,286,173,26,31,2
0.0,19,170000,symbiont,34543343,537404,3.57778e+06,36979,9455,871,80861,1006,193,59,6,6
0.0,19,175000,host,0,0,0,19163,45438,200002,60790,329,176,33,50,1
0.0,19,175000,symbiont,29017721,684898,1.77448e+06,34137,8272,150,35044,1834,176,41,12,9
0.0,19,180000,host,0,0,0,12347,35632,198862,57780,230,121,22,27,1
0.0,19,180000,symbiont,20640429,1.17906e+06,2.05655e+06,25659,6214,129,36987,5043,124,35,4,6
0.0,19,185000,host,0,0,0,12308,29827,192791,50155,205,104,16,32,0
0.0,19,185000,symbiont,20338494,1.19821e+06,2.61957e+06,30738,3101,121,52327,4550,108,35,0,4
0.0,19,190000,host,0,0,0,16473,31083,221900,24978,198,144,30,26,1
0.0,19,190000,symbiont,23474703,568452,2.41304e+06,40146,4322,176,38807,8157,118,62,3,4
0.0,19,195000,host,0,0,0,16480,28271,195131,57255,185,118,35,26,0
0.0,19,195000,symbiont,30108326,174340,2.2214e+06,34988,4836,128,44887,2961,116,45,2,2
0.0,19,200000,host,0,0,0,22408,29955,182523,65854,219,4189,54,24,0
0.0,19,200000,symbiont,32547183,195343,2.01106e+06,33633,4175,124,42460,1551,119,67,5,3
0.2,10,0,host,0,0,0,0,0,0,0,0,0,0,0,0
0.2,10,0,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
0.2,10,5000,host,0,0,0,2.46216e+06,1020,737,675,739,185,137,0,0
0.2,10,5000,symbiont,113593,25601,418440,61111,598,458,486,438,151,158,0,0
0.2,10,10000,host,0,0,0,2.07738e+06,1340,459,643,543,218,173,0,0
0.2,10,10000,symbiont,1549981,362789,2.07268e+06,383619,2461,484,699,542,223,215,0,0
0.2,10,15000,host,0,0,0,1.74973e+06,2799,357,546,506,216,145,0,0
0.2,10,15000,symbiont,4456009,842654,3.65338e+06,686127,5607,533,1115,761,316,273,2,0
0.2,10,20000,host,0,0,0,1.64404e+06,3882,378,676,507,231,170,1,0
0.2,10,20000,symbiont,6050466,1.07933e+06,4.15736e+06,779648,9886,628,1021,895,356,273,3,0
0.2,10,25000,host,0,0,0,1.51497e+06,7121,497,901,697,286,295,1,0
0.2,10,25000,symbiont,7344858,1.22541e+06,4.3278e+06,789909,13876,915,1510,1226,601,405,6,0
0.2,10,30000,host,0,0,0,1.3658e+06,10711,480,924,693,323,278,2,0
0.2,10,30000,symbiont,8506963,1.27387e+06,4.48242e+06,813583,16476,1020,1421,1378,665,437,7,0
0.2,10,35000,host,0,0,0,1.29107e+06,10055,499,1016,821,404,306,2,0
0.2,10,35000,symbiont,9922085,1.29589e+06,4.54516e+06,814326,15163,1257,1866,1606,776,508,6,0
0.2,10,40000,host,0,0,0,1.22723e+06,9745,588,1152,899,454,365,1,0
0.2,10,40000,symbiont,10958065,1.33677e+06,4.59386e+06,814013,18238,1273,1774,1818,916,567,8,0
0.2,10,45000,host,0,0,0,1.16755e+06,14417,699,1769,1020,564,397,4,1
0.2,10,45000,symbiont,11920869,1.42452e+06,4.46606e+06,776467,24488,1294,1830,1877,993,657,10,0
0.2,10,50000,host,0,0,0,1.11926e+06,18285,852,3271,1215,577,436,7,1
0.2,10,50000,symbiont,13378700,1.52761e+06,4.6121e+06,790857,24771,1503,2162,2198,1186,718,9,1
0.2,10,55000,host,0,0,0,1.06594e+06,21800,899,3851,1302,698,482,9,0
0.2,10,55000,symbiont,14078999,1.53319e+06,4.63214e+06,779599,25741,1839,2399,2473,1372,781,21,0
0.2,10,60000,host,0,0,0,1.03687e+06,22767,1032,1637,1447,775,509,6,1
0.2,10,60000,symbiont,14659905,1.55158e+06,4.50346e+06,747192,27947,2045,2605,2546,1376,770,24,3
0.2,10,65000,host,0,0,0,1.02181e+06,20981,980,1581,1469,840,578,8,0
0.2,10,65000,symbiont,15461266,1.64067e+06,4.46302e+06,740390,29591,1913,2495,2505,1397,751,28,0
0.2,10,70000,host,0,0,0,994200,26591,1227,2273,2387,851,593,6,0
0.2,10,70000,symbiont,16180226,1.72649e+06,4.60716e+06,753118,32531,2075,2770,2824,1506,833,26,4
0.2,10,75000,host,0,0,0,1.00562e+06,28225,1575,3211,3268,990,627,12,1
0.2,10,75000,symbiont,17567728,1.71204e+06,4.50664e+06,731483,33708,2089,2804,2787,1509,856,19,4
0.2,10,80000,host,0,0,0,974126,36471,1359,4166,3102,1017,606,10,1
0.2,10,80000,symbiont,18095835,1.67548e+06,4.30158e+06,692084,30089,2071,2819,2804,1633,858,14,2
0.2,10,85000,host,0,0,0,926578,33342,1287,4374,2856,1026,598,13,0
0.2,10,85000,symbiont,18698646,1.64071e+06,4.20299e+06,675761,27317,1979,2699,2814,1540,925,20,3
0.2,10,90000,host,0,0,0,932638,38158,1556,8059,2320,1118,611,7,2
0.2,10,90000,symbiont,19891944,1.60919e+06,4.32698e+06,686281,32700,2228,2934,2979,1715,919,17,1
0.2,10,95000,host,0,0,0,917031,50685,1792,8495,2196,1202,666,15,3
0.2,10,95000,symbiont,20772251,1.67487e+06,4.43839e+06,682826,43228,2660,3513,3138,1775,1032,19,0
0.2,10,100000,host,0,0,0,912042,51230,1850,7449,2287,1277,679,21,1
0.2,10,100000,symbiont,21750820,1.69157e+06,4.31126e+06,647329,47475,2778,3451,3351,1908,1008,32,3
0.2,10,105000,host,0,0,0,896759,48538,1896,10062,2434,1330,684,30,2
0.2,10,105000,symbiont,22506475,1.72905e+06,4.33252e+06,639979,44140,2930,4714,3477,1952,1038,30,3
0.2,10,110000,host,0,0,0,867586,49802,1919,11327,2461,1319,696,25,1
0.2,10,110000,symbiont,23531036,1.85376e+06,4.68146e+06,687217,43628,2755,6602,3668,2176,1131,22,3
0.2,10,115000,host,0,0,0,878867,46925,1848,20217,2558,1334,733,19,4
0.2,10,115000,symbiont,24767798,1.77486e+06,4.60168e+06,674260,43373,3127,5289,3905,2252,1127,19,3
0.2,10,120000,host,0,0,0,878635,54570,2007,19432,2807,1510,710,22,2
0.2,10,120000,symbiont,26067872,1.79519e+06,4.4592e+06,646793,47166,3219,4484,3920,2278,1138,19,1
0.2,10,125000,host,0,0,0,857340,57352,2415,19257,3402,1445,641,21,2
0.2,10,125000,symbiont,28489590,1.91639e+06,4.5767e+06,658612,45608,3538,5418,4001,2430,1105,32,3
0.2,10,130000,host,0,0,0,843145,60987,2869,20470,3366,1551,775,31,4
0.2,10,130000,symbiont,30825443,2.00718e+06,4.87659e+06,686650,50332,4077,6583,4415,2625,1237,18,4
0.2,10,135000,host,0,0,0,824258,61574,2857,19299,2880,1549,718,34,2
0.2,10,135000,symbiont,32718310,2.02095e+06,5.0147e+06,693780,63391,4803,5074,4766,2926,1316,45,2
0.2,10,140000,host,0,0,0,796693,57465,2617,16224,3092,1576,718,23,0
0.2,10,140000,symbiont,33890821,2.06528e+06,5.06414e+06,687237,68584,5098,4828,5094,3026,1429,57,2
0.2,10,145000,host,0,0,0,801475,63880,3661,11401,2942,1625,776,28,4
0.2,10,145000,symbiont,35336675,2.04658e+06,5.1228e+06,674659,78020,5114,5807,5377,3231,1390,70,1
0.2,10,150000,host,0,0,0,800182,79859,3636,4503,4167,1721,819,29,10
0.2,10,150000,symbiont,36486461,2.12098e+06,5.39732e+06,691581,93468,5422,7568,5584,3238,1443,93,3
0.2,10,155000,host,0,0,0,800288,87877,2148,4892,4352,1771,796,50,1
0.2,10,155000,symbiont,37102040,2.05601e+06,5.41476e+06,687523,101620,4513,8097,5513,3263,1531,100,5
0.2,10,160000,host,0,0,0,795372,93481,2231,7993,5501,1872,846,47,5
0.2,10,160000,symbiont,38440531,2.1113e+06,5.65548e+06,708083,105182,5421,7858,5839,3626,1740,130,5
0.2,10,165000,host,0,0,0,811548,93437,2207,22940,8952,1858,988,46,5
