vert,rep,update,partner,donate_calls,donated,earned,task_NOT,task_NAND,task_AND,task_ORN,task_OR,task_ANDN,task_NOR,task_XOR,task_EQU
0.8,12,30000,symbiont,6400984,535197,2.88862e+06,537263,8085,467,782,709,312,189,0,0
0.8,12,35000,host,0,0,0,1.42003e+06,12472,549,1016,760,406,352,3,0
0.8,12,35000,symbiont,7551846,569428,2.63004e+06,486698,7525,474,731,692,304,194,0,0
0.8,12,40000,host,0,0,0,1.34908e+06,11896,591,1080,830,441,356,0,0
0.8,12,40000,symbiont,8145288,558909,2.2243e+06,410660,5777,411,646,639,279,165,0,0
0.8,12,45000,host,0,0,0,1.268e+06,13902,609,1430,893,481,373,1,0
0.8,12,45000,symbiont,8640975,564875,1.98811e+06,365030,4912,441,629,573,310,155,1,0
0.8,12,50000,host,0,0,0,1.22658e+06,15677,646,5241,968,463,397,2,0
0.8,12,50000,symbiont,9059298,559372,1.79598e+06,326676,6041,373,615,606,283,135,1,0
0.8,12,55000,host,0,0,0,1.19166e+06,21068,667,5075,1034,584,432,2,2
0.8,12,55000,symbiont,9335503,569420,1.64278e+06,293229,6919,458,637,643,293,144,2,0
0.8,12,60000,host,0,0,0,1.16441e+06,23782,816,9004,1175,644,478,16,2
0.8,12,60000,symbiont,9918669,517978,1.48633e+06,264119,5515,497,603,626,299,125,1,0
0.8,12,65000,host,0,0,0,1.16214e+06,28237,1009,10028,1362,722,523,9,0
0.8,12,65000,symbiont,10281494,508272,1.44283e+06,250178,5796,509,715,743,364,158,1,0
0.8,12,70000,host,0,0,0,1.14429e+06,26321,1018,8156,1425,809,557,4,0
0.8,12,70000,symbiont,10782315,537104,1.40018e+06,240377,6508,517,693,782,349,164,4,0
0.8,12,75000,host,0,0,0,1.08845e+06,27156,1099,12058,1543,808,570,9,0
0.8,12,75000,symbiont,11926758,584302,1.43386e+06,246926,7485,500,679,796,361,132,6,0
0.8,12,80000,host,0,0,0,1.01636e+06,34126,1091,18365,1630,886,530,9,3
0.8,12,80000,symbiont,12601643,612547,1.42184e+06,242275,7901,586,726,780,409,142,4,0
0.8,12,85000,host,0,0,0,966390,35549,1176,24766,2369,887,556,13,2
0.8,12,85000,symbiont,12732725,680936,1.48624e+06,250841,8272,596,859,879,427,172,3,0
0.8,12,90000,host,0,0,0,939127,44617,1482,38889,2552,985,585,7,2
0.8,12,90000,symbiont,12470041,694535,1.6319e+06,272807,10284,719,946,994,451,209,5,0
0.8,12,95000,host,0,0,0,896012,62584,1814,51588,2861,1025,570,15,5
0.8,12,95000,symbiont,13271563,680786,1.64048e+06,270008,12288,812,1041,952,546,211,8,0
0.8,12,100000,host,0,0,0,870549,78859,1826,69893,2861,1199,629,26,5
0.8,12,100000,symbiont,13588230,674022,1.57986e+06,250289,15020,824,1053,1132,626,225,10,0
0.8,12,105000,host,0,0,0,793954,79693,1861,136373,2325,1184,620,36,7
0.8,12,105000,symbiont,14353156,606752,1.45294e+06,221905,16588,812,1020,1177,627,257,7,2
0.8,12,110000,host,0,0,0,633960,98088,14734,306519,3678,1146,499,31,17
0.8,12,110000,symbiont,16178492,475505,1.08496e+06,157211,14173,887,958,1049,527,167,9,0
0.8,12,115000,host,0,0,0,513593,139547,60583,420448,3065,1063,475,48,8
0.8,12,115000,symbiont,16390335,402476,751080,95176,5376,2976,634,712,401,91,2,0
0.8,12,120000,host,0,0,0,534839,184536,133771,480913,3948,1152,435,58,10
0.8,12,120000,symbiont,13555165,474483,857535,115388,5759,495,966,1790,375,125,1,0
0.8,12,125000,host,0,0,0,575542,203800,169014,651816,4143,1116,506,79,9
0.8,12,125000,symbiont,9722723,355565,638235,86778,6749,497,1438,665,314,91,2,0
0.8,12,130000,host,0,0,0,236585,81435,37251,225001,1979,463,211,25,8
0.8,12,130000,symbiont,10101013,105273,244435,30763,6558,197,197,314,137,35,4,0
0.8,12,135000,host,0,0,0,254665,67652,13022,248716,1985,569,250,25,8
0.8,12,135000,symbiont,11253463,102783,227785,28543,5406,218,208,268,155,45,3,0
0.8,12,140000,host,0,0,0,223108,58005,10877,260004,1095,462,220,23,6
0.8,12,140000,symbiont,13454454,90682,159450,18152,3433,157,212,241,172,21,2,1
0.8,12,145000,host,0,0,0,236117,61653,12879,255926,1126,484,221,19,8
0.8,12,145000,symbiont,15842093,81502,148655,16605,2857,184,215,245,145,27,2,0
0.8,12,150000,host,0,0,0,212778,67695,71840,199520,1120,409,199,29,7
0.8,12,150000,symbiont,14656219,72971,142790,17796,2616,136,174,210,120,14,0,0
0.8,12,155000,host,0,0,0,147766,74726,168922,113011,818,337,128,23,7
0.8,12,155000,symbiont,9228383,27091,60390,7136,472,85,69,110,64,16,0,0
0.8,12,160000,host,0,0,0,113413,78470,224887,62045,665,288,95,35,4
0.8,12,160000,symbiont,4949035,10029,33175,4351,43,27,38,60,29,10,0,0
0.8,12,165000,host,0,0,0,75183,72332,264103,29517,539,240,69,27,3
0.8,12,165000,symbiont,2358719,4023,14125,2076,16,9,10,17,14,3,0,0
0.8,12,170000,host,0,0,0,78935,86890,250368,40758,581,343,77,44,7
0.8,12,170000,symbiont,1503218,1425,2555,68,219,3,5,7,3,0,0,0
0.8,12,175000,host,0,0,0,103987,106257,232738,51949,755,487,134,29,8
0.8,12,175000,symbiont,1679066,1455,3395,61,10,15,15,17,6,0,0,0
0.8,12,180000,host,0,0,0,112630,99868,227539,53945,1983,729,131,48,8
0.8,12,180000,symbiont,1710913,462,4190,9,5,16,11,23,15,0,0,0
0.8,12,185000,host,0,0,0,109977,102087,226156,57347,1319,447,104,32,2
0.8,12,185000,symbiont,2842518,1240,2445,151,15,5,11,10,3,0,0,0
0.8,12,190000,host,0,0,0,113829,107595,245466,37876,767,425,116,48,6
0.8,12,190000,symbiont,2346100,930,1930,1,17,3,11,12,4,0,0,0
0.8,12,195000,host,0,0,0,128800,100849,229699,51258,737,985,134,61,18
0.8,12,195000,symbiont,1773266,5971,6540,1094,14,2,3,5,3,1,0,0
0.8,12,200000,host,0,0,0,105778,102106,245992,38853,690,600,124,47,7
0.8,12,200000,symbiont,1287535,3175,3630,490,12,6,4,8,1,0,0,0
0.8,13,0,host,0,0,0,0,0,0,0,0,0,0,0,0
0.8,13,0,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
0.8,13,5000,host,0,0,0,2.26088e+06,1711,716,654,720,190,129,0,0
0.8,13,5000,symbiont,369909,59030,1.0833e+06,192836,1170,463,498,499,146,148,0,0
0.8,13,10000,host,0,0,0,1.88001e+06,1638,464,563,538,229,167,0,0
0.8,13,10000,symbiont,2000982,254536,2.97326e+06,561804,3636,505,613,566,249,226,0,1
0.8,13,15000,host,0,0,0,1.798e+06,2136,421,603,522,238,172,0,0
0.8,13,15000,symbiont,3536489,394679,3.37366e+06,641398,5279,458,627,559,250,206,0,0
0.8,13,20000,host,0,0,0,1.79137e+06,2997,420,719,579,297,205,0,0
0.8,13,20000,symbiont,4564510,499730,3.37462e+06,638429,6061,478,695,631,258,215,2,0
0.8,13,25000,host,0,0,0,1.66244e+06,6350,517,890,677,330,268,0,0
0.8,13,25000,symbiont,5213952,521023,3.0661e+06,572259,8736,492,736,713,255,212,4,0
0.8,13,30000,host,0,0,0,1.50831e+06,9087,490,957,694,369,312,0,0
0.8,13,30000,symbiont,6023577,522060,2.65505e+06,494602,7928,435,669,636,268,161,1,0
0.8,13,35000,host,0,0,0,1.39889e+06,9866,548,1143,825,412,322,1,0
0.8,13,35000,symbiont,7032802,569283,2.3946e+06,443781,8186,423,596,628,253,146,1,0
0.8,13,40000,host,0,0,0,1.31158e+06,12121,571,1773,858,453,345,1,0
0.8,13,40000,symbiont,8063547,608226,2.1469e+06,393785,6307,435,658,674,298,154,2,0
0.8,13,45000,host,0,0,0,1.27728e+06,15352,571,1939,901,465,401,3,0
0.8,13,45000,symbiont,8872520,638307,1.98489e+06,358074,4064,464,1355,708,290,135,0,0
0.8,13,50000,host,0,0,0,1.20794e+06,13184,723,2815,1015,516,429,3,2
0.8,13,50000,symbiont,9408047,613860,1.89306e+06,345366,2751,485,863,653,313,131,2,0
0.8,13,55000,host,0,0,0,1.1681e+06,15520,779,3028,1137,651,472,4,3
0.8,13,55000,symbiont,10189660,640162,1.85278e+06,338179,2616,528,684,657,305,146,0,0
0.8,13,60000,host,0,0,0,1.16402e+06,19625,821,5418,1262,628,486,3,1
0.8,13,60000,symbiont,10884365,604573,1.68182e+06,299053,5144,505,710,757,356,142,3,0
0.8,13,65000,host,0,0,0,1.13448e+06,27869,957,14908,1382,757,546,9,0
0.8,13,65000,symbiont,11714545,589354,1.56036e+06,271627,6838,573,704,809,373,140,0,0
0.8,13,70000,host,0,0,0,1.1175e+06,35864,1055,17957,1572,917,608,8,0
0.8,13,70000,symbiont,12461412,616815,1.47018e+06,252057,6954,605,675,837,408,151,1,0
0.8,13,75000,host,0,0,0,1.07574e+06,49709,1193,24505,1834,990,659,17,2
0.8,13,75000,symbiont,12847915,643254,1.37754e+06,236289,6731,534,711,788,372,123,1,0
0.8,13,80000,host,0,0,0,1.01577e+06,61237,1408,37927,1951,1028,685,14,2
0.8,13,80000,symbiont,14112872,641654,1.39503e+06,226790,8632,650,1684,853,412,143,3,0
0.8,13,85000,host,0,0,0,976118,75154,1580,48998,2216,1151,746,23,4
0.8,13,85000,symbiont,15048742,643273,1.46476e+06,230757,9164,796,1991,1090,469,178,3,0
0.8,13,90000,host,0,0,0,871589,97869,7815,153616,2646,1210,726,38,4
0.8,13,90000,symbiont,14481250,660485,1.41496e+06,222899,11150,860,1488,998,459,211,3,0
0.8,13,95000,host,0,0,0,707623,170870,70763,438101,3077,1392,703,57,13
0.8,13,95000,symbiont,11520764,427658,954155,147092,9971,525,1226,641,352,113,6,1
0.8,13,100000,host,0,0,0,653983,243717,115712,583249,4212,1511,713,85,12
0.8,13,100000,symbiont,7261126,230797,508280,68003,10549,915,475,424,195,53,12,0
0.8,13,105000,host,0,0,0,462108,179500,33356,434768,4146,1076,515,62,3
0.8,13,105000,symbiont,8899536,230092,485570,33361,14863,4719,347,313,126,38,10,0
0.8,13,110000,host,0,0,0,256837,100518,2081,248515,3248,609,283,47,2
0.8,13,110000,symbiont,10544960,149309,385405,26235,13483,3799,189,184,85,39,5,1
0.8,13,115000,host,0,0,0,290157,116337,1223,240086,3026,650,326,56,11
0.8,13,115000,symbiont,18431250,207825,512535,47690,15318,3396,289,337,166,69,3,0
0.8,13,120000,host,0,0,0,277501,126858,1595,241032,2211,674,298,63,10
0.8,13,120000,symbiont,24885586,282252,535440,51889,15931,2565,745,409,287,50,4,4
0.8,13,125000,host,0,0,0,251553,110033,744,247422,2305,630,235,44,11
0.8,13,125000,symbiont,24735626,315968,537540,52797,13587,2407,1300,404,210,60,3,1
0.8,13,130000,host,0,0,0,177852,76328,801,185843,2142,425,189,39,5
0.8,13,130000,symbiont,31931080,1.03671e+06,3.55986e+06,54759,33417,75268,1394,426,278,50,21,3
0.8,13,135000,host,0,0,0,145824,65276,1634,160838,1361,421,195,29,8
0.8,13,135000,symbiont,44549826,1.87401e+06,4.80194e+06,65731,53342,101202,756,528,1112,91,31,2
0.8,13,140000,host,0,0,0,132277,74980,3348,199675,868,386,167,28,9
0.8,13,140000,symbiont,47120963,1.08111e+06,3.24805e+06,60867,42546,64141,610,569,1255,74,15,3
0.8,13,145000,host,0,0,0,146239,78803,3324,237448,1062,420,192,37,2
0.8,13,145000,symbiont,44556461,789809,1.63688e+06,59021,35678,25507,829,657,670,63,15,1
0.8,13,150000,host,0,0,0,142033,70224,2502,249545,1054,400,199,34,7
0.8,13,150000,symbiont,44977690,569956,1.26147e+06,38281,27336,20810,986,440,297,42,12,1
0.8,13,155000,host,0,0,0,144965,85677,6371,233958,5519,424,147,55,7
0.8,13,155000,symbiont,49025491,704841,1.27606e+06,40060,30687,20480,1001,472,288,53,12,2
0.8,13,160000,host,0,0,0,123502,76934,9191,200770,3599,396,143,50,5
0.8,13,160000,symbiont,56928573,489512,2.79466e+06,36687,27230,57825,2836,385,283,49,22,1
0.8,13,165000,host,0,0,0,110279,59494,9885,191530,840,311,128,32,6
0.8,13,165000,symbiont,59795859,780887,3.52194e+06,36208,22915,78916,622,364,255,57,12,2
0.8,13,170000,host,0,0,0,120962,68123,1700,217972,1007,378,164,31,8
0.8,13,170000,symbiont,56710516,688968,2.67878e+06,27169,18422,59274,475,510,266,45,5,1
0.8,13,175000,host,0,0,0,125864,82584,1060,215343,920,373,133,65,2
0.8,13,175000,symbiont,56632178,377192,2.71614e+06,31997,26494,57824,675,800,285,48,13,0
0.8,13,180000,host,0,0,0,153917,82152,650,206697,1083,418,158,47,7
0.8,13,180000,symbiont,57900936,551869,2.92559e+06,35256,35175,61984,702,483,315,48,17,3
0.8,13,185000,host,0,0,0,185972,104882,1062,198520,1873,544,210,53,5
0.8,13,185000,symbiont,55049513,497151,2.87681e+06,32564,34224,61089,515,518,400,47,25,3
0.8,13,190000,host,0,0,0,205263,123864,758,237464,2174,564,234,87,5
0.8,13,190000,symbiont,47454852,213432,1.10738e+06,26477,23014,19104,460,462,435,40,14,0
0.8,13,195000,host,0,0,0,209157,114547,1302,251365,2258,598,238,67,3
0.8,13,195000,symbiont,40628233,168778,555805,19444,18486,7343,375,363,290,26,18,1
0.8,13,200000,host,0,0,0,195901,84815,1274,257593,4728,575,287,48,3
0.8,13,200000,symbiont,36488263,103792,326360,13072,10383,3878,329,281,211,14,2,0
0.8,14,0,host,0,0,0,0,0,0,0,0,0,0,0,0
0.8,14,0,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
0.8,14,5000,host,0,0,0,2.26816e+06,1243,704,665,676,173,129,0,0
0.8,14,5000,symbiont,378824,60410,1.05422e+06,185167,1443,469,488,500,168,187,0,0
0.8,14,10000,host,0,0,0,1.87622e+06,2314,503,564,539,232,153,0,0
0.8,14,10000,symbiont,2248741,326869,2.9895e+06,566801,3338,444,608,550,245,209,0,0
0.8,14,15000,host,0,0,0,1.8184e+06,2747,427,601,506,253,156,0,0
0.8,14,15000,symbiont,3617170,432978,3.27128e+06,619190,4228,454,940,603,249,194,0,0
0.8,14,20000,host,0,0,0,1.79539e+06,5601,489,766,558,271,223,0,0
0.8,14,20000,symbiont,4796857,475968,3.22274e+06,605651,4458,491,964,695,324,203,1,0
0.8,14,25000,host,0,0,0,1.63751e+06,11282,473,895,688,337,312,0,0
0.8,14,25000,symbiont,5625220,429611,2.83412e+06,528346,3727,471,993,704,320,207,1,0
0.8,14,30000,host,0,0,0,1.48479e+06,13100,465,917,735,364,295,0,0
0.8,14,30000,symbiont,6231230,427387,2.45722e+06,459073,3475,471,615,684,273,153,0,0
0.8,14,35000,host,0,0,0,1.41246e+06,14903,561,992,758,391,335,3,0
0.8,14,35000,symbiont,7077287,420618,2.19864e+06,405146,5726,500,611,671,287,138,5,1
0.8,14,40000,host,0,0,0,1.3418e+06,16919,550,1039,912,460,365,3,0
0.8,14,40000,symbiont,7811090,426819,2.09886e+06,381316,7505,437,690,783,274,155,2,0
0.8,14,45000,host,0,0,0,1.26944e+06,17632,626,1669,1003,471,387,5,0
0.8,14,45000,symbiont,8889773,439337,1.95514e+06,353119,6574,540,625,760,308,151,1,1
0.8,14,50000,host,0,0,0,1.24984e+06,17807,722,2816,1106,525,431,10,0
0.8,14,50000,symbiont,9769476,473315,1.7835e+06,319478,4957,533,650,802,345,137,2,0
0.8,14,55000,host,0,0,0,1.20974e+06,21265,750,3508,1161,605,474,6,2
0.8,14,55000,symbiont,10196421,507741,1.57816e+06,278559,5792,496,728,732,355,128,0,0
0.8,14,60000,host,0,0,0,1.17609e+06,25945,882,3430,1248,677,495,0,1
0.8,14,60000,symbiont,10757480,501448,1.49045e+06,261365,6357,453,697,749,310,129,1,1
0.8,14,65000,host,0,0,0,1.14162e+06,26043,824,2935,1370,666,494,4,1
0.8,14,65000,symbiont,11618077,566083,1.51626e+06,260425,8786,575,856,840,328,119,3,0
0.8,14,70000,host,0,0,0,1.13958e+06,27253,1017,2503,1488,744,543,4,0
0.8,14,70000,symbiont,12105713,605723,1.6064e+06,266761,8135,630,2002,903,382,148,1,0
0.8,14,75000,host,0,0,0,1.12023e+06,29837,1179,2379,1652,873,633,15,0
0.8,14,75000,symbiont,12986150,584305,1.47588e+06,243998,7747,647,1458,920,416,162,1,0
0.8,14,80000,host,0,0,0,1.098e+06,37221,1238,1826,1774,904,631,15,1
0.8,14,80000,symbiont,14093001,607680,1.43624e+06,241946,6221,615,970,933,441,136,2,0
0.8,14,85000,host,0,0,0,1.11517e+06,38101,1952,2869,4122,1004,631,12,0
0.8,14,85000,symbiont,15020600,580525,1.37122e+06,232014,5301,612,766,872,473,133,0,2
0.8,14,90000,host,0,0,0,1.0917e+06,43464,6893,3368,4706,1070,648,9,2
0.8,14,90000,symbiont,14987035,572860,1.37012e+06,228276,7340,633,824,905,443,156,6,0
0.8,14,95000,host,0,0,0,1.06915e+06,48787,6497,4285,2402,1117,664,9,0
0.8,14,95000,symbiont,15213043,612228,1.38174e+06,228207,9205,630,799,944,417,178,1,0
0.8,14,100000,host,0,0,0,1.04684e+06,52622,2790,5505,2294,1163,708,11,2
0.8,14,100000,symbiont,16174765,648825,1.39726e+06,226142,12351,682,1070,944,420,154,6,0
0.8,14,105000,host,0,0,0,1.02499e+06,56121,1901,4412,2796,1266,814,26,1
0.8,14,105000,symbiont,16907117,589482,1.35392e+06,212239,12160,674,1412,983,519,171,6,0
0.8,14,110000,host,0,0,0,1.01114e+06,50626,2679,5237,2682,1400,804,24,4
0.8,14,110000,symbiont,16789436,592362,1.32668e+06,211187,10581,748,1084,981,464,179,2,0
0.8,14,115000,host,0,0,0,1.00844e+06,53655,2679,4956,2645,1411,836,24,4
0.8,14,115000,symbiont,17032305,646165,1.40744e+06,225838,11153,726,974,1026,551,169,8,0
0.8,14,120000,host,0,0,0,1.00364e+06,51078,2391,4137,2758,1430,858,16,3
0.8,14,120000,symbiont,16960559,687944,1.50278e+06,237952,12395,754,956,1119,654,244,9,1
0.8,14,125000,host,0,0,0,984544,56143,3182,4864,2722,1478,866,25,3
0.8,14,125000,symbiont,17844418,761786,1.64862e+06,261697,13043,854,1293,1217,704,218,3,0
0.8,14,130000,host,0,0,0,963241,65407,2628,5286,2807,1589,840,30,3
0.8,14,130000,symbiont,18663724,923943,2.23072e+06,264594,13686,1481,14314,1305,791,242,5,1
0.8,14,135000,host,0,0,0,931873,71100,2233,5895,2918,1616,776,22,2
0.8,14,135000,symbiont,20272338,1.07981e+06,2.7219e+06,268736,14797,1832,24880,1476,875,287,9,1
0.8,14,140000,host,0,0,0,922830,79930,2862,6486,2773,1702,862,37,3
0.8,14,140000,symbiont,22085361,1.36592e+06,2.83143e+06,251155,17443,1469,29034,1736,938,321,11,4
0.8,14,145000,host,0,0,0,885598,90973,2938,7101,3027,1665,804,33,3
0.8,14,145000,symbiont,23024735,1.77093e+06,3.36395e+06,252516,25906,1290,34730,5065,975,276,11,6
0.8,14,150000,host,0,0,0,828965,99414,3007,8648,3203,1763,761,48,2
0.8,14,150000,symbiont,26782268,4.76621e+06,7.56231e+06,321996,44066,1734,129066,3886,1576,370,14,5
0.8,14,155000,host,0,0,0,693869,96136,2415,9348,3152,1627,641,31,1
0.8,14,155000,symbiont,34879176,1.30385e+07,1.89262e+07,489550,90608,2687,376969,4422,4777,564,45,18
0.8,14,160000,host,0,0,0,391460,60413,2648,5481,2788,1417,356,24,0
0.8,14,160000,symbiont,47503754,2.93006e+07,3.99519e+07,776421,146557,5885,848832,8292,3848,976,95,18
0.8,14,165000,host,0,0,0,204374,43388,1861,4177,2468,1281,187,21,0
0.8,14,165000,symbiont,57336287,3.62069e+07,4.87441e+07,888574,164343,6593,1.05535e+06,7473,2713,1050,83,17
0.8,14,170000,host,0,0,0,138952,27374,1874,2455,1831,1124,114,17,1
0.8,14,170000,symbiont,61054547,2.77275e+07,3.58785e+07,660565,146444,4203,775288,4763,2021,803,64,10
0.8,14,175000,host,0,0,0,38254,8527,707,462,501,470,41,0,0
0.8,14,175000,symbiont,61813658,1.05079e+07,1.21359e+07,221953,46967,956,265242,1250,703,252,24,3
0.8,14,180000,host,0,0,0,30364,7449,479,330,455,413,20,3,0
0.8,14,180000,symbiont,64145103,1.03104e+07,1.2207e+07,191007,40114,1326,270518,1832,590,225,17,10
0.8,14,185000,host,0,0,0,38853,7443,282,361,393,418,24,4,0
0.8,14,185000,symbiont,68551507,1.00073e+07,1.21747e+07,186166,39266,1527,266096,4059,517,168,10,28
0.8,14,190000,host,0,0,0,42453,10190,285,292,399,437,40,3,0
0.8,14,190000,symbiont,71565245,1.04181e+07,1.21415e+07,214617,43808,1285,260346,4433,593,207,19,9
0.8,14,195000,host,0,0,0,56489,15607,387,417,537,561,40,2,1
0.8,14,195000,symbiont,73053063,1.09192e+07,1.20133e+07,246087,48084,1719,253268,3611,750,288,23,10
0.8,14,200000,host,0,0,0,63527,19324,409,510,640,576,50,2,0
0.8,14,200000,symbiont,74086961,1.04753e+07,1.1945e+07,270095,46815,2269,247569,3767,818,291,13,6
0.8,15,0,host,0,0,0,0,0,0,0,0,0,0,0,0
0.8,15,0,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
0.8,15,5000,host,0,0,0,2.24449e+06,696,679,646,696,177,110,0,0
0.8,15,5000,symbiont,408146,61921,1.17826e+06,210482,1385,466,499,524,165,159,0,0
0.8,15,10000,host,0,0,0,1.83655e+06,2260,456,522,491,232,138,0,0
0.8,15,10000,symbiont,2329308,330418,3.19706e+06,607252,4382,470,658,532,226,209,1,0
0.8,15,15000,host,0,0,0,1.79183e+06,4906,401,560,464,217,163,0,0
0.8,15,15000,symbiont,3561329,399694,3.40052e+06,647636,4221,449,642,618,235,187,1,0
0.8,15,20000,host,0,0,0,1.78334e+06,6762,410,735,530,264,188,2,0
0.8,15,20000,symbiont,4728557,449677,3.39011e+06,644373,5555,453,623,584,249,197,0,0
0.8,15,25000,host,0,0,0,1.64128e+06,8003,463,878,638,312,290,2,0
0.8,15,25000,symbiont,5489536,480139,3.12672e+06,583862,9265,647,686,663,290,197,0,0
0.8,15,30000,host,0,0,0,1.4965e+06,14631,438,1009,686,386,297,2,0
0.8,15,30000,symbiont,6276883,484559,2.90203e+06,536559,7519,1141,746,651,316,179,1,0
0.8,15,35000,host,0,0,0,1.41405e+06,15988,573,1014,854,388,354,3,0
0.8,15,35000,symbiont,7400923,556445,2.5496e+06,467783,6208,1177,678,670,322,163,0,0
0.8,15,40000,host,0,0,0,1.30528e+06,18354,611,1215,897,454,502,4,0
0.8,15,40000,symbiont,8373837,547077,2.26218e+06,410641,7890,1158,620,662,296,131,3,1
0.8,15,45000,host,0,0,0,1.27313e+06,20056,780,1559,1025,532,716,5,0
0.8,15,45000,symbiont,9179793,550267,2.01114e+06,362994,9049,712,613,679,281,131,1,0
0.8,15,50000,host,0,0,0,1.2503e+06,18188,737,1654,1086,598,534,2,0
0.8,15,50000,symbiont,9451409,561164,1.86888e+06,332644,12155,493,633,671,325,123,3,0
0.8,15,55000,host,0,0,0,1.21502e+06,19068,845,1362,1248,672,481,5,1
0.8,15,55000,symbiont,10342021,546446,1.73953e+06,306195,12519,509,638,679,286,137,6,0
0.8,15,60000,host,0,0,0,1.18208e+06,20680,862,1413,1312,658,461,5,0
0.8,15,60000,symbiont,11052116,594679,1.70539e+06,297724,11882,483,701,756,339,133,5,1
0.8,15,65000,host,0,0,0,1.18064e+06,22949,975,1590,1389,719,511,5,0
0.8,15,65000,symbiont,11717826,625111,1.58968e+06,273659,12461,540,693,773,351,119,5,0
0.8,15,70000,host,0,0,0,1.17049e+06,24542,1091,1573,1454,774,586,10,0
0.8,15,70000,symbiont,11829033,620366,1.53567e+06,262203,12179,543,787,778,342,129,2,0
0.8,15,75000,host,0,0,0,1.16726e+06,30368,1555,1792,1726,894,562,10,1
0.8,15,75000,symbiont,12677315,570974,1.39207e+06,232633,11861,565,665,821,390,139,6,1
0.8,15,80000,host,0,0,0,1.11838e+06,31511,1328,1868,1766,901,635,14,0
0.8,15,80000,symbiont,13489810,644598,1.45361e+06,242372,10934,573,814,867,410,176,8,0
0.8,15,85000,host,0,0,0,1.0686e+06,33029,1244,2105,1819,1005,594,12,1
0.8,15,85000,symbiont,14285680,616266,1.55465e+06,257799,10275,631,1084,954,497,181,4,0
0.8,15,90000,host,0,0,0,1.06202e+06,34592,1230,2857,1933,1053,612,10,1
0.8,15,90000,symbiont,15188329,660854,1.60316e+06,266626,11029,689,873,1015,474,203,5,0
0.8,15,95000,host,0,0,0,1.07327e+06,37603,1450,2792,1985,1107,656,13,0
0.8,15,95000,symbiont,15830117,716738,1.61158e+06,263191,11270,742,972,1055,567,253,3,0
0.8,15,100000,host,0,0,0,1.06014e+06,40872,1449,3205,2118,1143,702,9,1
0.8,15,100000,symbiont,17085653,739507,1.60797e+06,254935,10891,1386,1215,1086,595,245,5,1
0.8,15,105000,host,0,0,0,1.05703e+06,43987,1606,5160,2290,1175,705,20,0
0.8,15,105000,symbiont,17562479,989446,1.88792e+06,258821,11106,1512,7135,1260,631,249,8,0
0.8,15,110000,host,0,0,0,1.02484e+06,47995,1637,7454,2269,1285,719,9,2
0.8,15,110000,symbiont,18366717,1.17568e+06,2.00374e+06,255458,13203,1659,10070,1224,639,257,7,0
0.8,15,115000,host,0,0,0,1.01863e+06,49301,2025,8843,2538,1406,757,12,4
0.8,15,115000,symbiont,18899217,1.13747e+06,1.99108e+06,252172,13300,1355,10002,1324,726,276,6,1
0.8,15,120000,host,0,0,0,1.01956e+06,55146,2397,9977,2714,1475,774,23,2
0.8,15,120000,symbiont,19478330,1.1559e+06,2.07718e+06,266524,14663,1053,10082,1432,769,302,3,3
0.8,15,125000,host,0,0,0,1.0033e+06,55132,2516,10830,2836,1512,741,30,3
0.8,15,125000,symbiont,19929833,1.25859e+06,2.21198e+06,286491,15424,1068,10460,1515,823,336,3,0
0.8,15,130000,host,0,0,0,1.00118e+06,63792,2433,7824,2890,1557,820,32,3
0.8,15,130000,symbiont,20528002,1.23234e+06,2.20452e+06,289047,15401,1138,9781,1551,852,327,6,0
0.8,15,135000,host,0,0,0,1.00288e+06,70547,2283,6161,2823,1633,830,26,0
0.8,15,135000,symbiont,20671294,1.06813e+06,2.02074e+06,286411,15850,1209,5213,1610,835,349,7,0
0.8,15,140000,host,0,0,0,1.00188e+06,71729,3104,9246,2859,1592,825,25,4
0.8,15,140000,symbiont,21259513,1.06328e+06,2.06266e+06,276653,18558,1282,6495,1694,1052,345,4,0
0.8,15,145000,host,0,0,0,991884,81309,3848,17894,3055,1677,797,24,1
0.8,15,145000,symbiont,22624939,1.10162e+06,2.094e+06,258637,18419,1249,9375,1764,987,379,13,3
0.8,15,150000,host,0,0,0,947461,84105,2929,36634,3007,1687,875,23,1
0.8,15,150000,symbiont,23832657,1.00665e+06,1.91699e+06,244575,22463,1487,5912,1825,958,384,9,1
0.8,15,155000,host,0,0,0,941050,105437,2353,71825,3319,1765,896,40,1
0.8,15,155000,symbiont,23731339,873576,1.7592e+06,240444,24332,1430,2219,1885,974,358,19,1
0.8,15,160000,host,0,0,0,912590,137085,2769,121480,7495,26924,810,45,4
0.8,15,160000,symbiont,22604154,826472,1.62302e+06,217727,23309,1315,2349,1860,997,249,16,1
0.8,15,165000,host,0,0,0,458227,420838,413409,2.258e+06,5125,50396,469,365,9
0.8,15,165000,symbiont,7421772,227188,447170,58480,7578,346,700,514,256,81,3,0
0.8,15,170000,host,0,0,0,18111,48202,73261,231825,357,122,36,85,1
0.8,15,170000,symbiont,257453,0,0,0,0,0,0,0,0,0,0,0
0.8,15,175000,host,0,0,0,15797,38034,73596,230991,325,1322,45,50,6
